Customer_ID,Age,Gender,Income_Level,Occupation,Education_Level,Travel_Frequency,Destination,Trip_Duration,Travel_Purpose,Previous_Dental Treatment,General_Health_Status,Dental_Issue_History,Dental_Visit_Frequency,Previous_Insurance_Policy,Claims_History,Insurance_Duration,Online_Behavior,Marketing_Engagement,Social_Media_Activity,Credit_Score,Spending_Pattern,Payment_History,Propensity_Score
190,69,Female,110437,Engineer,Bachelor,4,International,12,Business,True,Poor,True,4,False,4,8,Low,High,Low,642,Medium,Good,0.2980888703868853
191,51,Male,88931,Engineer,High School,9,International,29,Medical,False,Average,False,2,True,4,9,Medium,Medium,Low,717,Low,Good,0.3184338019982488
192,33,Female,112988,Business,Master,4,Domestic,26,Medical,True,Poor,True,1,True,3,10,High,High,Medium,739,Low,Poor,0.4108190291288603
193,70,Male,128182,Doctor,PhD,1,Domestic,21,Medical,False,Average,True,5,False,5,7,Medium,Low,Low,823,Low,Average,0.099761263961399
194,37,Female,93721,Artist,PhD,7,International,26,Medical,False,Poor,False,4,True,0,9,Medium,Low,High,786,Medium,Good,0.4472478134955711
195,26,Male,135534,Engineer,Bachelor,1,International,26,Medical,False,Average,False,3,False,4,2,Medium,High,High,597,Low,Poor,0.4480845315005721
196,46,Male,113847,Doctor,High School,10,Domestic,9,Medical,False,Poor,False,5,True,4,10,High,High,Low,326,Low,Average,0.4459678687293168
197,21,Female,64822,Doctor,Bachelor,3,Domestic,10,Business,True,Good,False,3,False,2,5,High,High,Low,327,Low,Good,0.2827505741443409
198,76,Male,124831,Teacher,High School,0,International,7,Business,True,Poor,True,9,True,2,3,Low,Medium,Low,849,High,Good,0.7269863131413931
199,24,Female,104727,Teacher,High School,2,International,23,Leisure,False,Good,True,0,False,4,2,Medium,Low,High,314,High,Poor,0.5396594502103272
200,55,Male,65263,Doctor,PhD,1,Domestic,6,Business,False,Average,True,5,True,5,9,High,Medium,Medium,683,Medium,Good,0.6369968117266731
201,47,Male,65612,Doctor,High School,7,Domestic,2,Medical,True,Poor,False,2,True,4,3,Medium,Low,High,422,Low,Average,0.0387331483206767
202,62,Female,121439,Artist,High School,9,Domestic,20,Business,True,Average,True,3,False,1,7,Medium,High,High,460,High,Average,0.9199111378000764
203,48,Female,141655,Engineer,PhD,9,Domestic,6,Business,True,Good,False,3,False,3,5,High,Low,High,356,Medium,Good,0.4000757497490331
204,67,Female,40693,Teacher,High School,10,Domestic,5,Leisure,False,Average,True,1,True,5,9,High,Low,Low,489,Low,Poor,0.5394817318579499
205,61,Male,48381,Doctor,Master,10,Domestic,8,Business,False,Good,False,5,True,2,6,High,Low,Medium,728,Low,Average,0.4659076524401941
206,46,Male,123020,Lawyer,Bachelor,9,Domestic,22,Medical,True,Average,True,0,True,4,4,Low,Medium,Low,328,High,Average,0.3056680173810374
207,40,Male,74036,Lawyer,Master,4,International,28,Business,False,Poor,True,5,True,2,10,High,Medium,Medium,413,Low,Poor,0.2373888815427951
208,62,Male,129474,Business,PhD,7,Domestic,10,Medical,True,Average,True,2,True,5,4,High,Medium,Low,319,High,Poor,0.2987389828926219
209,29,Female,118889,Artist,High School,9,International,29,Business,True,Poor,True,4,False,4,1,Medium,High,Low,681,Medium,Average,0.1211431584025658
210,73,Male,54583,Artist,Master,1,Domestic,24,Leisure,True,Average,True,6,True,1,1,Low,High,Medium,835,High,Poor,0.7546676294777274
211,69,Female,36408,Doctor,Bachelor,7,International,17,Leisure,True,Poor,True,5,False,3,2,High,Low,High,470,Medium,Good,0.7748865497316041
212,28,Female,56712,Artist,PhD,6,Domestic,14,Business,False,Good,False,0,True,3,8,High,High,High,611,Medium,Average,0.5589945683816965
213,22,Male,123445,Business,High School,8,International,30,Medical,True,Average,False,0,True,3,9,High,Medium,Medium,835,Low,Average,0.5632552140328007
214,28,Female,50057,Artist,Bachelor,1,Domestic,6,Medical,True,Poor,True,5,False,1,2,Low,Low,Low,545,Low,Good,0.4848333124484495
215,58,Female,93707,Doctor,PhD,10,International,27,Business,False,Average,False,3,False,3,5,Medium,Low,Low,406,High,Average,0.3719742644347058
216,53,Male,90944,Engineer,Master,7,International,17,Medical,False,Good,True,4,False,5,1,High,Medium,Medium,321,Medium,Poor,0.161395617950635
217,36,Female,103628,Engineer,PhD,2,Domestic,9,Business,False,Good,False,0,True,5,1,Low,High,High,678,High,Poor,0.0783330289567307
218,85,Female,114700,Engineer,Bachelor,1,International,9,Leisure,True,Average,True,8,True,0,9,High,Medium,High,505,High,Good,0.7518820736564096
219,90,Male,44430,Doctor,PhD,8,International,10,Leisure,True,Poor,True,9,False,4,9,High,High,Medium,804,High,Good,0.7759449406503823
220,81,Female,137335,Engineer,Master,0,International,14,Leisure,True,Average,True,3,True,0,10,Medium,High,High,595,High,Good,0.7430656718873524
221,46,Male,71808,Business,Bachelor,7,Domestic,6,Business,True,Average,True,1,False,2,9,Low,Low,Low,641,Medium,Poor,0.6383754241959362
222,40,Female,85138,Lawyer,PhD,9,Domestic,8,Business,True,Average,False,2,False,5,3,Low,Low,Medium,774,Low,Good,0.1169096954814564
223,25,Male,68572,Lawyer,Bachelor,6,Domestic,29,Business,False,Average,False,3,False,5,3,Low,Low,Medium,689,Low,Poor,0.3938905154268152
224,66,Female,94863,Artist,Master,3,Domestic,11,Medical,True,Average,True,4,True,3,4,Low,Low,Medium,304,Low,Good,0.0816549202883605
225,51,Male,72876,Artist,PhD,5,Domestic,21,Medical,True,Poor,False,0,True,0,10,Low,Low,Low,328,High,Good,0.2536887642550719
226,61,Female,38505,Artist,High School,9,International,14,Business,True,Poor,False,0,True,3,8,High,Medium,Low,667,High,Average,0.0045045019029441
227,63,Female,59046,Lawyer,High School,0,International,1,Business,True,Poor,True,6,True,2,4,Medium,Medium,Medium,753,Low,Poor,0.7640307081585946
228,61,Female,60793,Teacher,High School,3,Domestic,2,Business,True,Average,True,5,True,0,1,Low,Low,High,322,Low,Poor,0.7041435619953855
229,73,Female,88147,Business,PhD,10,International,10,Business,True,Poor,True,5,True,4,6,High,High,Medium,758,High,Poor,0.934988462893262
230,39,Male,126731,Engineer,High School,10,Domestic,19,Business,True,Poor,False,1,False,5,3,High,Medium,Medium,335,High,Poor,0.5761509458113616
231,51,Female,112562,Doctor,High School,6,International,16,Leisure,True,Poor,False,5,False,1,2,Medium,Low,Low,401,High,Good,0.4546050985526297
232,61,Female,128889,Artist,PhD,2,Domestic,5,Business,True,Poor,True,6,False,2,6,High,Medium,High,419,High,Poor,0.8523747075394263
233,65,Female,115583,Artist,High School,0,International,4,Business,False,Average,True,2,False,4,6,Medium,High,Low,821,Low,Average,0.651388917569832
234,40,Male,80663,Doctor,Master,5,International,5,Medical,False,Average,True,4,False,4,5,High,Medium,Medium,477,Medium,Poor,0.5599838670124119
235,68,Female,144385,Artist,High School,3,Domestic,26,Business,True,Average,True,5,False,2,9,High,Medium,Medium,787,High,Poor,0.8079505131886486
236,62,Female,112967,Doctor,High School,0,Domestic,11,Business,True,Good,True,3,True,1,3,Medium,Medium,Medium,387,High,Good,0.390965250810503
237,73,Female,139176,Artist,High School,0,Domestic,23,Leisure,True,Poor,True,3,False,1,5,Low,Low,High,315,High,Poor,0.8070001393558432
238,43,Male,89970,Business,High School,8,Domestic,24,Business,True,Average,True,4,False,3,6,High,Medium,Low,592,Medium,Poor,0.0342157610486225
239,66,Female,120595,Business,Master,9,Domestic,12,Medical,True,Average,True,7,False,0,10,Medium,Medium,High,414,Low,Average,0.7498960356784622
240,65,Female,37793,Artist,Bachelor,3,Domestic,8,Medical,True,Good,False,4,True,5,5,High,Medium,Low,369,Low,Poor,0.3069331322853428
241,72,Female,83501,Artist,High School,10,International,20,Medical,True,Poor,True,4,True,1,5,Medium,Medium,Low,612,High,Poor,0.8656539950693044
242,68,Female,41096,Doctor,Bachelor,3,Domestic,16,Leisure,False,Poor,False,2,True,4,7,Low,Low,High,449,Low,Average,0.5714651857505686
243,43,Female,113362,Artist,Master,8,International,8,Business,True,Good,True,1,False,4,9,High,High,High,334,High,Poor,0.5171618798055391
244,64,Female,31129,Doctor,Master,2,Domestic,2,Leisure,True,Poor,True,9,True,2,7,High,Low,High,812,High,Average,0.7188635329324418
245,54,Male,83686,Lawyer,Master,3,Domestic,26,Leisure,True,Good,True,5,False,3,7,Medium,High,Medium,543,Medium,Poor,0.0001532534599719
246,22,Male,81928,Doctor,High School,1,Domestic,19,Medical,False,Good,True,1,True,3,4,High,Low,High,339,Low,Good,0.4338215254430165
247,63,Female,119725,Business,PhD,5,International,12,Leisure,True,Average,True,8,False,5,6,Medium,Low,Low,763,High,Good,0.7226028516294875
248,42,Male,105222,Engineer,High School,1,International,16,Business,True,Average,False,0,True,2,9,Medium,Low,High,315,Medium,Good,0.1871211477723248
249,29,Male,96951,Doctor,Master,4,International,8,Medical,True,Average,False,1,True,1,6,Medium,Low,High,726,Medium,Poor,0.6092433373660344
250,51,Male,100524,Lawyer,High School,9,Domestic,24,Business,True,Poor,False,1,False,4,8,Low,Medium,Medium,441,Medium,Average,0.6641182204950399
251,21,Male,149107,Teacher,PhD,4,Domestic,21,Business,False,Good,True,5,False,4,7,High,High,High,378,Low,Good,0.3762920620164954
252,39,Male,78707,Doctor,High School,1,International,8,Medical,False,Good,True,3,True,0,8,High,Medium,Low,557,Medium,Good,0.695966415396263
253,63,Male,137973,Teacher,PhD,3,International,2,Medical,True,Average,False,4,True,0,3,Medium,Medium,Medium,451,Medium,Average,0.0370136572512188
254,75,Female,44571,Lawyer,High School,8,International,9,Leisure,True,Poor,True,5,False,2,10,Low,High,Low,761,Low,Average,0.7750565709154551
255,30,Female,37498,Teacher,High School,6,Domestic,21,Leisure,False,Average,True,0,True,3,5,High,Medium,High,362,Medium,Poor,0.3534272088312385
256,43,Female,132811,Lawyer,Bachelor,2,Domestic,25,Medical,True,Poor,True,3,False,2,10,Medium,Low,High,763,Low,Good,0.2090871992675717
257,87,Male,36324,Artist,High School,5,Domestic,2,Medical,True,Average,True,9,False,0,1,Medium,High,Medium,724,Medium,Average,0.7639951358324943
258,66,Female,130347,Artist,Bachelor,8,International,21,Business,False,Good,True,1,False,1,10,Medium,High,Low,342,Medium,Poor,0.2393644453709398
259,88,Female,133695,Artist,High School,8,International,9,Business,True,Average,True,7,True,3,10,Low,Low,Medium,714,Low,Poor,0.8642333408844589
260,62,Male,77977,Business,High School,8,Domestic,21,Medical,True,Poor,True,4,False,1,8,Low,Medium,High,355,Low,Poor,0.1169542737515544
261,19,Male,112402,Engineer,High School,5,Domestic,5,Business,False,Good,False,3,True,3,4,High,Low,Low,519,High,Good,0.5590153728323655
262,48,Female,94844,Artist,PhD,8,International,20,Leisure,False,Poor,False,5,False,4,8,Medium,High,Medium,391,Medium,Poor,0.1760532058089291
263,90,Female,82778,Business,Master,1,Domestic,22,Medical,True,Poor,True,4,True,4,9,Low,Medium,Low,828,Medium,Good,0.8040301898241342
264,30,Female,38490,Business,High School,8,International,2,Medical,True,Average,True,1,False,2,3,Low,High,High,654,Medium,Poor,0.3337253628881673
265,83,Male,54777,Doctor,PhD,7,Domestic,14,Business,True,Poor,True,2,False,2,7,Medium,Low,Low,391,High,Average,0.7666081262034987
266,70,Female,70625,Teacher,PhD,6,Domestic,19,Medical,True,Average,False,3,True,4,3,Medium,High,Medium,729,Medium,Poor,0.5319599380934648
267,40,Female,64989,Engineer,High School,10,Domestic,3,Leisure,False,Poor,False,3,True,4,2,Medium,Medium,High,701,Medium,Average,0.3102401331522818
268,59,Male,142293,Lawyer,PhD,2,International,30,Medical,True,Poor,True,2,False,3,1,High,Medium,High,629,High,Average,0.0726458505923276
269,23,Male,71089,Doctor,Master,4,International,1,Business,False,Average,True,2,False,1,2,Medium,Medium,High,444,Low,Average,0.269924788499627
270,21,Male,125483,Artist,High School,4,International,3,Medical,False,Average,True,5,False,4,6,Medium,Medium,High,698,Low,Average,0.4388312130515022
271,68,Male,101036,Business,Master,1,Domestic,4,Business,False,Good,False,0,False,5,6,High,Low,Low,591,Medium,Good,0.3302867569291441
272,80,Male,87378,Artist,PhD,1,International,21,Medical,True,Poor,True,8,False,3,8,Medium,Medium,Medium,512,Low,Good,0.7025897984600246
273,52,Male,138914,Artist,PhD,9,Domestic,9,Leisure,True,Good,False,4,True,2,2,Medium,High,High,541,High,Average,0.3817192863174027
274,73,Male,105045,Engineer,PhD,2,International,14,Business,True,Average,True,9,False,5,5,Low,High,Medium,699,High,Poor,0.8697171894842032
275,22,Male,56000,Lawyer,Bachelor,8,Domestic,15,Leisure,False,Poor,False,3,True,3,1,Medium,Medium,Medium,686,High,Poor,0.4327754257415642
276,24,Female,130019,Teacher,PhD,9,Domestic,10,Business,True,Good,True,0,False,1,8,Low,Low,Low,355,High,Poor,0.4131777867854753
277,51,Male,137582,Teacher,Bachelor,4,Domestic,12,Medical,False,Good,True,0,True,4,10,Medium,High,Medium,470,Low,Good,0.3015100666992645
278,46,Male,131257,Artist,Bachelor,6,Domestic,29,Business,False,Average,False,3,True,4,3,Low,Medium,Medium,541,Low,Good,0.5179169182080321
279,67,Male,134295,Lawyer,PhD,10,Domestic,8,Leisure,True,Average,True,7,True,0,5,Medium,Low,Medium,677,Low,Good,0.8267268703595904
280,29,Female,130388,Artist,Master,6,Domestic,15,Medical,False,Good,True,1,False,5,5,High,Low,High,509,Low,Average,0.0724696449066331
281,57,Female,59146,Teacher,Bachelor,4,Domestic,7,Business,True,Poor,False,5,True,4,4,High,High,High,624,Medium,Average,0.4127779050977391
282,70,Male,33081,Lawyer,PhD,2,Domestic,11,Leisure,True,Average,True,5,True,2,5,High,Medium,High,409,Low,Average,0.4334532864462517
283,73,Male,64265,Teacher,Bachelor,2,International,20,Leisure,True,Average,True,4,False,3,9,High,Medium,Low,565,Low,Poor,0.8853626714939109
284,20,Male,58784,Engineer,Bachelor,6,Domestic,27,Medical,True,Good,True,5,False,1,3,High,High,High,526,Low,Good,0.2332494056129697
285,69,Male,117914,Engineer,PhD,7,International,9,Medical,True,Average,True,5,True,0,3,Low,Medium,Low,677,High,Poor,0.7970657442074986
286,39,Male,69745,Engineer,Bachelor,9,Domestic,17,Medical,True,Average,False,5,False,5,5,Low,Medium,Medium,441,Low,Average,0.6285610854037468
287,58,Male,83261,Artist,High School,10,International,7,Medical,True,Good,False,2,True,5,10,High,Medium,Medium,603,Low,Good,0.6839686887794707
288,54,Male,48896,Business,High School,6,International,11,Business,False,Good,True,0,False,4,10,High,High,Medium,801,High,Average,0.1292155848301677
289,63,Male,105809,Business,Master,3,International,23,Medical,False,Poor,False,3,False,5,10,Low,High,High,515,Medium,Good,0.2737107605503346
290,42,Male,93106,Lawyer,High School,10,International,12,Leisure,True,Poor,False,2,False,5,3,Low,Low,Medium,358,High,Poor,0.4331377885804376
291,82,Male,144022,Doctor,Bachelor,4,Domestic,10,Leisure,True,Poor,True,4,True,1,5,Medium,High,High,555,Medium,Poor,0.7207367635403198
292,51,Male,65622,Teacher,High School,2,Domestic,19,Medical,True,Poor,False,2,False,3,10,Low,Low,Medium,359,Medium,Good,0.6284595299916237
293,30,Male,69145,Artist,High School,2,Domestic,19,Business,False,Poor,False,1,True,5,7,Medium,Low,High,476,High,Good,0.3495098890448196
294,64,Male,38215,Artist,PhD,3,Domestic,28,Business,False,Average,False,1,True,3,3,Medium,Medium,Medium,773,Low,Average,0.314400489773373
295,22,Female,98047,Artist,Master,4,International,16,Leisure,True,Average,False,3,False,3,7,Low,Medium,High,323,High,Poor,0.6899059477864741
296,63,Male,117181,Engineer,High School,2,Domestic,16,Medical,True,Poor,True,3,True,5,10,Medium,Medium,Medium,833,Medium,Good,0.8701298043249612
297,58,Female,137553,Artist,Bachelor,3,International,14,Leisure,True,Good,True,1,True,2,6,Low,Low,Medium,751,Medium,Average,0.3805307293291424
298,65,Male,126362,Business,Bachelor,0,International,30,Business,True,Average,False,1,False,5,5,Medium,Medium,Low,423,Low,Poor,0.3679560915736062
299,19,Male,82243,Teacher,Master,1,International,21,Medical,False,Poor,False,1,True,2,8,Medium,High,Medium,384,Low,Poor,0.5035861317561631
300,52,Female,50875,Teacher,High School,4,Domestic,28,Business,True,Good,True,3,False,1,3,High,Low,Medium,391,High,Average,0.4169314432302031
301,83,Female,34707,Doctor,PhD,7,Domestic,12,Leisure,True,Average,True,2,True,2,5,Medium,Low,Low,361,Medium,Average,0.7227848937454611
302,83,Female,100430,Teacher,Master,2,Domestic,3,Business,True,Poor,True,7,False,4,3,Medium,Low,Medium,426,High,Good,0.9730432362480068
303,79,Female,92385,Artist,Master,4,Domestic,28,Business,True,Poor,True,3,True,2,6,Low,Medium,Medium,628,Medium,Average,0.9595094144795092
304,19,Male,63536,Business,PhD,3,Domestic,14,Medical,False,Poor,True,3,False,1,4,Low,Low,Low,599,High,Good,0.2585253762341971
305,37,Male,131125,Lawyer,Bachelor,6,Domestic,6,Medical,True,Average,True,4,False,4,1,Medium,Low,Medium,463,High,Poor,0.1783427557442127
306,64,Female,74963,Artist,High School,10,Domestic,16,Business,False,Good,True,1,False,0,9,Low,High,High,612,Medium,Good,0.248834065430061
307,45,Male,131468,Teacher,Master,4,International,24,Business,True,Average,True,2,True,1,10,Medium,Low,Medium,655,Low,Poor,0.6985280386832423
308,59,Female,141603,Engineer,High School,5,Domestic,6,Medical,True,Average,True,3,False,5,9,Medium,Low,Low,496,Low,Poor,0.6403177399122787
309,65,Male,69593,Doctor,High School,6,International,26,Business,True,Average,True,7,False,4,3,Medium,Medium,Medium,672,Low,Average,0.7549334196003403
310,20,Female,76213,Teacher,Master,10,International,26,Leisure,False,Poor,False,5,True,3,10,Medium,Low,Medium,850,Low,Poor,0.3337358680136261
311,18,Male,96548,Engineer,Bachelor,0,International,15,Leisure,False,Average,False,0,True,1,8,Low,High,Low,737,Low,Average,0.1521263121997931
312,65,Female,39566,Teacher,PhD,9,International,1,Leisure,True,Poor,False,1,False,1,9,High,High,High,800,High,Poor,0.4146618221802663
313,36,Male,94881,Engineer,Bachelor,7,Domestic,3,Leisure,False,Good,True,1,False,0,6,Medium,Low,High,366,High,Good,0.1666102598233376
314,60,Female,104639,Artist,Bachelor,3,International,27,Medical,False,Good,False,2,False,2,3,Medium,Medium,Medium,718,Medium,Average,0.4153319653031998
315,43,Female,92035,Doctor,PhD,3,Domestic,7,Medical,True,Good,False,0,True,3,2,Medium,Medium,High,438,Medium,Average,0.3165332982280566
316,63,Male,57580,Artist,Bachelor,7,Domestic,4,Business,True,Average,True,9,False,2,4,Medium,Medium,Low,753,Low,Poor,0.7935752151043333
317,21,Male,56722,Doctor,Master,6,Domestic,30,Business,False,Average,True,4,True,0,6,High,Low,High,339,Medium,Good,0.6130098461781289
318,26,Male,35741,Business,High School,7,International,22,Leisure,True,Poor,False,4,True,5,7,Low,Medium,High,311,High,Poor,0.6098128436401423
319,62,Male,93218,Artist,Master,0,International,21,Medical,True,Poor,True,2,False,0,7,High,Low,High,732,Medium,Good,0.6595899943352602
320,51,Male,84053,Artist,High School,4,Domestic,9,Leisure,True,Average,False,4,True,0,5,Medium,Low,High,633,Low,Average,0.564134332394576
321,71,Male,102867,Teacher,High School,8,International,24,Business,True,Average,True,9,False,1,1,High,Medium,Medium,667,High,Poor,0.7017333373797768
322,29,Male,34276,Lawyer,Master,3,International,4,Leisure,False,Average,True,0,True,2,5,Low,Low,High,644,Medium,Poor,0.6567155809804553
323,34,Female,34238,Business,Master,1,Domestic,2,Medical,False,Good,False,1,True,1,9,Low,Low,Medium,657,Low,Average,0.6362020672253723
324,69,Male,116364,Business,High School,1,International,27,Leisure,False,Poor,False,3,False,0,3,Medium,Medium,Medium,386,Medium,Good,0.2796865764228609
325,26,Male,115888,Teacher,Master,10,International,27,Leisure,True,Poor,True,3,True,5,10,Medium,Medium,High,336,Medium,Good,0.0337596793773662
326,59,Male,143217,Doctor,High School,9,International,17,Medical,True,Poor,True,0,False,4,4,High,Medium,Low,490,High,Average,0.6364540096717145
327,52,Female,126847,Artist,PhD,6,International,9,Leisure,True,Average,True,2,False,3,4,High,Low,Low,520,High,Poor,0.5818536231500399
328,43,Female,67070,Doctor,Bachelor,10,Domestic,10,Medical,False,Average,False,4,True,3,7,Medium,Low,Low,363,Low,Good,0.1190445288366723
329,43,Female,74416,Business,Bachelor,5,International,5,Leisure,True,Poor,False,3,True,0,4,Low,High,Low,784,High,Good,0.0928277517030776
330,83,Female,142681,Doctor,High School,1,Domestic,13,Leisure,True,Average,True,9,False,2,7,Medium,Low,High,564,Low,Good,0.7956004083980222
331,23,Female,43671,Teacher,PhD,5,International,16,Medical,True,Good,False,1,False,1,4,Low,Low,High,372,Medium,Good,0.4381310468416978
332,82,Female,115501,Teacher,Master,5,Domestic,16,Medical,True,Average,True,5,False,0,2,High,Low,Medium,463,Low,Average,0.8241721467931834
333,87,Female,47875,Teacher,Master,3,Domestic,10,Leisure,True,Poor,True,7,False,5,6,High,Medium,Low,423,Medium,Good,0.9582377553371326
334,33,Female,124950,Lawyer,High School,5,Domestic,18,Leisure,False,Good,True,2,True,0,8,Low,Low,Low,310,Medium,Average,0.2298116891441082
335,19,Male,50244,Doctor,Master,10,Domestic,15,Business,False,Average,False,3,True,0,10,Medium,High,Medium,736,High,Poor,0.0553562049952305
336,76,Male,46229,Teacher,Bachelor,3,International,25,Leisure,True,Average,True,5,False,0,9,High,Low,Low,362,High,Average,0.7992646333873737
337,66,Male,146386,Teacher,Bachelor,6,Domestic,7,Leisure,True,Average,True,6,True,3,1,High,Low,High,445,High,Poor,0.8481421585767015
338,31,Female,97266,Lawyer,High School,8,International,9,Leisure,False,Good,False,2,False,5,4,Medium,Medium,High,490,Medium,Average,0.1909589470346814
339,36,Female,99388,Engineer,High School,3,International,16,Business,True,Average,True,3,True,0,1,Low,Low,Low,664,Low,Poor,0.0270445203671702
340,68,Male,137178,Lawyer,Master,8,International,16,Medical,True,Average,True,8,True,0,9,High,Medium,Medium,631,Low,Average,0.774742239036968
341,71,Male,137358,Teacher,Master,9,International,5,Business,True,Average,True,4,False,3,7,Medium,High,Medium,716,High,Average,0.8638204783254377
342,18,Female,109403,Business,PhD,8,International,1,Leisure,True,Good,False,1,False,0,6,High,High,Low,751,Low,Good,0.2047688209064758
343,65,Female,44675,Engineer,Bachelor,3,Domestic,26,Business,False,Good,False,2,False,2,10,Medium,High,Low,789,Low,Good,0.6714292702737625
344,69,Female,126116,Teacher,Master,6,Domestic,18,Medical,True,Poor,True,3,False,1,5,Low,High,Low,492,Low,Average,0.0254746390928232
345,44,Female,149555,Artist,PhD,4,Domestic,4,Medical,True,Average,True,3,True,2,8,Low,High,Medium,333,Low,Poor,0.2097099489938759
346,85,Female,70921,Lawyer,Bachelor,2,Domestic,5,Medical,True,Poor,True,3,True,2,5,Medium,Low,High,418,Medium,Poor,0.9976342909458972
347,44,Male,38836,Engineer,High School,10,International,7,Leisure,True,Average,False,0,False,4,5,Low,Medium,Medium,631,Medium,Poor,0.3775971063722884
348,37,Male,49939,Lawyer,Master,4,Domestic,23,Medical,False,Average,True,4,True,4,7,Medium,High,High,709,High,Good,0.4423143251493742
349,69,Male,113892,Artist,Master,3,Domestic,17,Leisure,True,Poor,True,4,True,3,6,Low,Medium,High,317,Low,Good,0.9421417790204496
350,59,Female,78877,Artist,High School,4,International,16,Business,False,Poor,False,2,True,2,4,High,High,High,780,Low,Good,0.2986831269563289
351,18,Male,130532,Engineer,Master,2,International,7,Medical,True,Poor,False,3,False,5,5,High,Low,High,622,Medium,Good,0.3900215618938591
352,62,Male,76104,Engineer,PhD,6,International,25,Leisure,False,Good,True,4,False,4,9,Medium,Low,Medium,655,Low,Average,0.0520209555716441
353,42,Female,148361,Business,High School,8,Domestic,10,Medical,True,Good,False,3,False,4,4,High,Medium,High,676,High,Poor,0.0706362758332125
354,18,Male,135048,Doctor,Bachelor,7,International,25,Business,False,Good,False,3,False,1,9,Medium,High,Low,850,Low,Good,0.3109071914710843
355,32,Male,56202,Business,High School,10,International,29,Medical,True,Average,False,4,False,0,3,Low,High,Low,699,Low,Poor,0.4663921586674433
356,79,Male,74821,Lawyer,PhD,2,International,24,Leisure,True,Poor,True,4,True,0,7,Low,Medium,Low,714,Low,Average,0.855488481178492
357,84,Male,58341,Artist,High School,10,Domestic,13,Business,True,Poor,True,2,True,0,1,Low,High,Medium,834,High,Good,0.9706313727700612
358,31,Female,105208,Engineer,Master,8,International,25,Medical,False,Poor,True,3,False,4,9,Medium,Low,Medium,612,Medium,Poor,0.0683888527446896
359,48,Male,56364,Engineer,PhD,8,Domestic,23,Leisure,True,Good,True,4,True,0,10,Low,Low,High,328,Medium,Poor,0.5178623790140995
360,90,Male,80370,Artist,PhD,9,International,23,Business,True,Poor,True,8,False,1,8,Medium,Medium,Medium,464,High,Poor,0.7625506293943405
361,51,Female,95853,Engineer,PhD,8,International,19,Medical,False,Average,False,3,False,0,9,Low,Low,Low,537,High,Good,0.1864598274553414
362,70,Male,144882,Teacher,Master,4,International,21,Business,True,Poor,False,3,True,5,3,High,High,Medium,506,High,Good,0.0438246797464921
363,38,Female,80372,Engineer,Bachelor,10,Domestic,12,Medical,False,Average,True,2,False,1,8,Low,Medium,Low,709,Medium,Poor,0.5176691479353942
364,87,Male,48214,Teacher,High School,2,Domestic,17,Leisure,True,Poor,True,4,False,5,9,Medium,High,High,334,Medium,Average,0.8861822912987681
365,63,Female,32580,Engineer,Master,0,Domestic,26,Medical,True,Good,False,3,True,3,8,High,Low,High,386,Low,Good,0.1301004301196706
366,59,Female,60472,Business,High School,1,International,13,Business,False,Good,False,5,True,4,10,Low,High,High,688,Low,Good,0.5458252198765866
367,90,Male,96249,Teacher,Master,5,International,4,Medical,True,Average,True,3,False,0,3,Low,Low,Low,530,Medium,Good,0.8979088105373334
368,63,Female,89749,Teacher,Master,8,Domestic,20,Business,True,Average,True,2,True,1,5,Low,Medium,High,694,Medium,Average,0.7439916555658191
369,65,Female,138345,Business,Bachelor,0,International,14,Leisure,True,Average,True,2,False,0,5,Low,Low,Medium,692,High,Poor,0.9431234302640006
370,87,Male,49695,Artist,High School,2,International,17,Business,True,Average,True,6,False,1,5,Medium,High,High,536,Low,Average,0.9000346590351646
371,63,Female,68536,Engineer,PhD,7,Domestic,10,Medical,True,Poor,False,1,True,4,10,Medium,Low,Low,507,Low,Poor,0.6400799750654742
372,89,Female,52000,Teacher,High School,10,International,23,Medical,True,Average,True,2,True,3,2,Low,Low,High,835,Medium,Poor,0.8637171614112186
373,66,Female,76808,Artist,PhD,4,Domestic,22,Business,True,Poor,True,9,False,2,5,Low,High,Low,431,Medium,Good,0.8353221461712435
374,31,Male,79538,Business,Master,0,International,6,Medical,False,Average,True,0,False,0,10,Low,Medium,High,371,Low,Average,0.3668388298620744
375,78,Male,118115,Engineer,PhD,3,Domestic,9,Medical,True,Poor,True,6,False,0,6,Medium,High,High,414,High,Poor,0.7740608179907078
376,79,Male,30171,Lawyer,Bachelor,4,International,23,Business,True,Average,True,4,False,3,9,Low,Low,Medium,406,High,Average,0.8140154112876842
377,43,Female,58632,Doctor,Master,0,International,28,Medical,False,Poor,True,1,True,2,5,Medium,Medium,Low,356,High,Good,0.2235712193240491
378,76,Female,140987,Lawyer,Master,2,Domestic,15,Business,True,Average,True,7,True,4,8,High,High,High,806,Low,Good,0.996739792445286
379,65,Male,42856,Artist,PhD,5,Domestic,1,Business,False,Average,True,2,False,2,4,Medium,Low,Low,366,High,Poor,0.2785495021613174
380,84,Male,74950,Lawyer,High School,6,Domestic,3,Business,True,Poor,True,8,False,4,10,Medium,Low,High,688,High,Good,0.7661137386148341
381,63,Female,46935,Doctor,Master,3,International,6,Business,True,Average,True,3,False,1,6,High,Medium,Medium,802,High,Poor,0.03089240077649
