LocalityID,PropertyID,PropertyType,BuildingSize,LandSize,PreferredSize,OpenDate,ListingAgency,Price,Address,City,State,ZipCode,Phone,BedroomCount,BathroomCount,ParkingCount
10,1351147,Apartment,130,160,150,Added 7 hours ago,Property Now - MOOLOOLABA,"$429,000 ",607/6 Finniss Street,Darwin City,NT,800,1300 815 051 ,2,2,2
2,1351148,Apartment,45,60,55,Added yesterday,Get Realty - PALMERSTON CITY,"$559,000 ",1205/24 Litchfield Street,Darwin City,NT,800,416175735,2,2,1
5,1351149,Studio,250,300,280,Under Offer,PRD Darwin - DARWIN City,"$210,000 ",149/21 Cavenagh Street,Darwin City,NT,800,421073034,0,1,1
7,1351150,Unit,105,120,110,Added 2 days ago,Raine & Horne - Darwin,"$200,000-$250,000",49/79 Mitchell Street,Darwin City,NT,800,08 8941 8941,1,1,1
6,1351151,Apartment,35,50,45,Added 3 days ago,No Agent Property - BRIGHTON EAST,"Offers over $300,000",613/43b Knuckey Street,Darwin City,NT,800,1300 850 855,1,1,0
8,1351152,Apartment,275,330,310,Added 4 days ago,Alliance Realty - Larrakeyah,"$450,000 ",11/4 McMinn Street,Darwin City,NT,800,08 8982 8282,2,2,2
1,1351153,Apartment,70,80,75,Added 5 days ago,Knight Frank (NT) - Darwin,"Offers over $300,000",1303/43B Knuckey Street,Darwin City,NT,800,08 8982 2500,1,1,0
9,1351154,Unit,240,300,280,Added 2 hours ago,Property Now - MOOLOOLABA,"$499,000 ",,Darwin City,NT,800,1300 815 051 ,2,2,1
3,1351155,Apartment,115,140,130,Added 22 hours ago,First National Real Estate O'Donoghues - Darwin,P.O.A.,1201/102 Esplanade,Darwin City,NT,800,08 8942 8942,4,3,2
4,1351156,Unit,50,60,55,Added 7 hours ago,Real Estate Central - DARWIN CITY,"$480,000 ",17/1 Dashwood Place,Darwin City,NT,800,08 8943 3000,3,2,2
10,1351157,Unit,270,330,310,Added yesterday,Darwin Residential and Commercial Real Estate Pty Ltd - CASUARINA,"$325,000 ",1005/5 Gardiner Street,Darwin City,NT,800,08 8945 9372,2,2,2
3,1351158,Unit,100,120,110,Under Offer,Property Shop - Darwin,Awaiting Price Guide,16/43 McLachlan Street,Darwin City,NT,800,08 8981 5000,3,2,2
6,1351159,Unit,40,50,45,Added 6 days ago,No Agent Property - BRIGHTON EAST,"$440,000 ",5103/5 Anchorage Crt,Darwin City,NT,800,1300 850 855,1,1,1
4,1351160,Unit,260,300,280,Added 2 days ago,Elders Real Estate - Darwin,FASTRAK,6301/7 Anchorage Court,Darwin City,NT,800,08 8946 0500,2,2,2
8,1351161,Unit,60,80,70,Added 4 days ago,All About Real Estate NT - DARWIN CITY,"$310,000 ",2/93 Woods Street,Darwin City,NT,800,0438 404 848,2,1,0
1,1351162,Unit,130,150,140,Added 5 days ago,For Sale By Owner                                                                                   ,"$200,000 - $220,000",34/79 Mitchell Street,Darwin City,NT,800,1300 114 970,1,1,1
7,1351163,Unit,78,90,85,Added 2 hours ago,Sale By Home Owner - Australia,"offers over $399,000",30/28 Woods St,Darwin City,NT,800,1300 609 392,1,1,2
2,1351164,Unit,240,300,280,Added 22 hours ago,Darwin Residential and Commercial Real Estate Pty Ltd - CASUARINA,"$430,000 ",28/101 Mitchell Street,Darwin City,NT,800,08 8945 9372,1,1,1
9,1351165,Unit,105,120,110,Added 7 hours ago,Real Value Properties NT - Northern Territory,"$99,950 ",50 Mitchell Street,Darwin City,NT,800,08 8983 1888,0,1,1
5,1351166,Apartment,45,60,55,Added yesterday,Property Now - MOOLOOLABA,"$900,000 negotiable",153/8A Gardiner Street,Darwin City,NT,800,1300 815 051 ,3,2,2
10,1351167,Apartment,285,330,310,Under Offer,Knight Frank (NT) - Darwin,"Price reduction! $895,000!",311/130 The Esplanade,Darwin City,NT,800,08 8982 2500,3,2,2
4,1351168,Apartment,110,140,130,Added 3 days ago,David Booth Real Estate Pty Ltd - Darwin,"$990,000 ",163/8 Gardiner Street,Darwin City,NT,800,0418 892 861,3,2,2
7,1351169,Unit,55,80,70,Added 1 day ago,Elders Real Estate - Darwin,"OFFERS OVER $610,000",236/19B Kitchener Drive,Darwin City,NT,800,08 8946 0500,2,2,2
5,1351170,Unit,265,330,310,Added 2 hours ago,Knight Frank (NT) - Darwin,"$1,199,000 ",316/130 Esplanade,Darwin City,NT,800,08 8982 2500,3,2,2
3,1351171,Apartment,85,90,85,Added 5 hours ago,David Booth Real Estate Pty Ltd - Darwin,"$1,100,000 ",231/8 Gardiner Street,Darwin City,NT,800,0418 892 861,3,2,2
8,1351177,House,235,300,280,Added 4 days ago,Professionals - DARWIN CITY,"$435,000 ",44 Woods Street,Darwin City,NT,800,08 8941 8289,2,1,1
2,1351183,Apartment,120,150,140,Added 22 hours ago,Nick Mousellis Real Estate - Eview Group Member,"Offers Over $320,000",14/14 Dashwood Place,Darwin City,NT,800,411724000,3,2,2
9,1351185,Unit,50,60,55,Added 7 hours ago,Habitat Real Estate - THE GARDENS,"$310,000 ",13/86  Woods Street,Darwin City,NT,800,08 8981 0080,2,1,1
1,1351200,House,295,350,330,Added yesterday,Ray White - NIGHTCLIFF,"$259,000 ",1309/43B Knuckey Street,Darwin City,NT,800,08 8982 2403,1,1,0
6,1351202,Unit,130,160,150,Under Offer,Carol Need Real Estate - Fannie Bay,"$439,000 ",3/10 McLachlan Street,Darwin City,NT,800,418885966,3,2,2
10,1351219,Apartment,45,60,55,Added 6 days ago,iProperty NT - Darwin,"$825,000 ",1832/27 Woods  Street,Darwin City,NT,800,0404 877 261,3,2,2
8,1351221,Unit,250,300,280,Added 2 days ago,Nicole Wheeler@realty - LARRAKEYAH,"$820,000 ",10/99 Gardens Road,Darwin City,NT,800,417508800,3,2,2
7,1351241,Unit,105,120,110,Added 4 days ago,Property Shop - Darwin,$369 000,10/94 Woods Street,Darwin City,NT,800,08 8981 5000,2,1,1
4,1351252,Unit,35,50,45,Added 5 days ago,Real Estate Central Projects - Darwin,"$439,000 ",103/39 Cavenagh Street,Darwin City,NT,800,08 8943 3000,2,2,1
6,1351266,Apartment,275,330,310,Added 2 hours ago,Real Estate Central - DARWIN CITY,"$455,000 ",10/39 Cavenagh Street,Darwin City,NT,800,08 8943 3000,2,2,1
9,1351271,Apartment,70,80,75,Added 22 hours ago,Professionals - DARWIN CITY,"$280,000 ",12 51 Knuckey Street,Darwin City,NT,800,08 8941 8289,1,1,1
2,1351294,Apartment,240,300,280,Added 7 hours ago,Real Estate Central - DARWIN CITY,Openn Negotiation,1/6 Foelsche Street,Darwin City,NT,800,08 8943 3000,3,2,2
5,1351311,Unit,115,140,130,Added yesterday,Elders Real Estate - Darwin,"PRICE GUIDE $439,000",16/14 Dashwood Place,Darwin City,NT,800,08 8946 0500,2,2,2
1,1351321,House,50,60,55,Under Offer,Knight Frank (NT) - Darwin,"$775,000 ",406/130 Esplanade,Darwin City,NT,800,08 8982 2500,3,2,2
3,1351324,Apartment,270,330,310,Added 3 days ago,Get Realty - PALMERSTON CITY,"$625,000 ",2403/43E Knuckey Street,Darwin City,NT,800,416175735,3,2,2
10,1351336,Unit,100,120,110,Added 1 day ago,Territory Real Estate - Darwin,"Overs Over $599,000 Considered",111/19 Kitchener Drive,Darwin City,NT,800,889855678,2,2,2
2,1351339,Apartment,40,50,45,Added 2 hours ago,Knight Frank (NT) - Darwin,"$490,000 ",6604/7 Anchorage Court,Darwin City,NT,800,08 8982 2500,1,1,1
3,1351354,Unit,260,300,280,Added 5 hours ago,Nick Mousellis Real Estate - Eview Group Member,"$337,500 ",1706/43B Knuckey Street,Darwin City,NT,800,411724000,1,1,0
5,1351355,Unit,60,80,70,Added 4 days ago,Elders Real Estate - Darwin,FASTRAK,63/21 Cavenagh Street,Darwin City,NT,800,08 8946 0500,1,1,0
7,1351356,House,130,160,150,Added 22 hours ago,Call2View Real Estate - Palmerston,"$439,000 ",24/8 Knuckey Street,Darwin City,NT,800,08 8932 8858,2,2,1
6,1351363,Apartment,45,60,55,Added 7 hours ago,Real Estate Central Projects - Darwin,UNDER CONTRACT,8/12 Dashwood Place,Darwin City,NT,800,08 8943 3000,3,2,2
9,1351365,Apartment,250,300,280,Added yesterday,All Real Estate NT,"Offers Over $440,000",2/24 Harry Chan Avenue,Darwin City,NT,800,0419 592 414,2,2,2
8,1351382,Apartment,105,120,110,Under Offer,Professionals - DARWIN CITY,"$640,000 ",116/19B Kitchener Drive,Darwin City,NT,800,08 8941 8289,2,2,2
1,1351393,Apartment,35,50,45,Added 6 days ago,Knight Frank (NT) - Darwin,"$500,000 ",126/19 Kitchener Drive,Darwin City,NT,800,08 8982 2500,1,1,1
4,1351398,Unit,275,330,310,Added 2 days ago,Absolute Real Estate NT - Darwin,"$305,000 +",613/6 Carey Street,Darwin City,NT,800,08 8930 6600,1,1,1
10,1351399,Unit,70,80,75,Added 4 days ago,Absolute Real Estate NT - Darwin,"$295,000 +",313/6 Carey Street,Darwin City,NT,800,08 8930 6600,1,1,1
3,1351400,Unit,240,300,280,Added 5 days ago,Colliers International - Darwin,"$795,000 ",35/24 Harry Chan Avenue,Darwin City,NT,800,08 8997 0888,3,3,4
6,1351422,Unit,115,140,130,Added 2 hours ago,Core Realty NT - RAPID CREEK,"Offers Over $950,000",424/130 Esplanade,Darwin City,NT,800,0450 473 710,3,2,2
4,1351456,House,50,60,55,Added 22 hours ago,Ray White - NIGHTCLIFF,"Offers Over $485,000",1109/102 Esplanade,Darwin City,NT,800,08 8982 2403,2,2,2
8,1351459,Unit,270,330,310,Added 7 hours ago,Property Shop - Darwin,"$250,000 ",Unit 55/79 Mitchell Street,Darwin City,NT,800,08 8981 5000,1,1,1
1,1351476,Apartment,100,120,110,Added yesterday,Darwin Residential and Commercial Real Estate Pty Ltd - CASUARINA,"$549,000 ",1006/102 Esplanade,Darwin City,NT,800,08 8945 9372,2,2,2
7,1351477,Apartment,40,50,45,Under Offer,Knight Frank (NT) - Darwin,"Offers over $299,000",18/110 Esplanade,Darwin City,NT,800,08 8982 2500,1,1,1
2,1351481,Apartment,260,300,280,Added 3 days ago,Elaine Mills Property Management - COOLALINGA,"$395,000 ",122.21 Cavenagh St,Darwin City,NT,800,08 8983 1800,3,1,1
9,1351485,Unit,60,80,70,Added 1 day ago,Raine & Horne - Darwin,UNDER CONTRACT,131/21 Cavenagh Street,Darwin City,NT,800,08 8941 8941,1,1,1
5,1351486,Unit,130,150,140,Added 2 hours ago,LJ Hooker Darwin -   ,"$475,000 ",11/12 Mclachlan Street,Darwin City,NT,800,08 8924 0900,2,2,2
10,1351493,Unit,78,90,85,Added 5 hours ago,Top End Realty International - NIGHTCLIFF,Contact Agent,702/29 Daly Street,Darwin City,NT,800,08 8948 5607,2,2,2
4,1351510,House,240,300,280,Added 4 days ago,Professionals - DARWIN CITY,OFFERS INVITED,9 117 Mitchell Street,Darwin City,NT,800,08 8941 8289,2,2,2
7,1351519,Apartment,105,120,110,Added 22 hours ago,Knight Frank (NT) - Darwin,"$465,000 ",5102/5 Anchorage Court,Darwin City,NT,800,08 8982 2500,1,1,1
5,1351556,Apartment,45,60,55,Added 7 hours ago,Real Estate Central Projects - Darwin,"Current Bid $600,000",501/102 Esplanade,Darwin City,NT,800,08 8943 3000,3,2,2
3,1351563,Apartment,285,330,310,Added yesterday,Knight Frank (NT) - Darwin,"Offers Over $980,000",326/130 Esplanade,Darwin City,NT,800,08 8982 2500,3,2,2
8,1351564,Apartment,110,140,130,Under Offer,First National Real Estate O'Donoghues - Darwin,"$1,050,000 ",221/130 Esplanade,Darwin City,NT,800,08 8942 8942,3,2,2
2,1351575,Apartment,55,80,70,Added 6 days ago,Pacific Property Darwin,UNDER CONTRACT... MORE PROPERTIES WANTED,1/2 Lindsay Street,Darwin City,NT,800,433038633,3,2,2
9,1351583,House,265,330,310,Added 2 days ago,Ray White City (NT) -    ,"$450,000 ",6607/7 Anchorage Court,Darwin City,NT,800,08 8943 3500,1,1,1
1,1351585,Apartment,85,90,85,Added 4 days ago,Real Estate Central - DARWIN CITY,"$749,000 ",17/9 Esplanade,Darwin City,NT,800,08 8943 3000,3,2,2
6,1351602,Apartment,235,300,280,Added 5 days ago,All About Real Estate NT - DARWIN CITY,UNDER CONTRACT,103/130 Esplanade,Darwin City,NT,800,0438 404 848,3,3,2
10,1351616,Unit,120,150,140,Added 2 hours ago,Real Estate NT by George Pikos - FANNIE BAY,"$289,000 ",302/6 Briggs St,Darwin City,NT,800,08 8941 9959,1,1,1
6,1351618,Apartment,50,60,55,Added 22 hours ago,Ausway Group,"$490,000 ",14/130 Smith street,Darwin City,NT,800,451125286,2,2,2
2,1351629,Apartment,295,350,330,Added 7 hours ago,Real Estate Central - DARWIN CITY,UNDER CONTRACT,5/44 Mclachlan Street,Darwin City,NT,800,08 8943 3000,3,2,2
8,1351638,Unit,130,160,150,Added yesterday,Habitat Real Estate - THE GARDENS,"Offers over $565,000",703/29 Daly Street,Darwin City,NT,800,08 8981 0080,2,2,2
4,1351643,Apartment,45,60,55,Under Offer,Call2View Real Estate - Palmerston,"$399,000 ",10/24 Harvey Street,Darwin City,NT,800,08 8932 8858,2,2,2
5,1351645,Apartment,250,300,280,Added 3 days ago,First National Real Estate O'Donoghues - Darwin,"Offers over $469,000",3/107 Woods Street,Darwin City,NT,800,08 8942 8942,3,2,2
7,1351657,Apartment,105,120,110,Added 1 day ago,First National Real Estate O'Donoghues - Darwin,"$649,000 ",10/3 Harvey Street,Darwin City,NT,800,08 8942 8942,4,2,2
3,1351668,Unit,35,50,45,Added 2 hours ago,Territory Real Estate - Darwin,"Offers Over $499,000 Considered",313b/19 Kitchener Drive,Darwin City,NT,800,889855678,1,1,1
9,1351670,Apartment,275,330,310,Added 5 hours ago,Professionals - DARWIN CITY,"$400,000 ",205/12 Harvey Street,Darwin City,NT,800,08 8941 8289,2,2,1
1,1351686,Apartment,70,80,75,Added 4 days ago,First National Real Estate O'Donoghues - Darwin,"Offers Over $800,000",13/99 Gardens Road,Darwin City,NT,800,08 8942 8942,3,2,2
10,1351691,Unit,240,300,280,Added 22 hours ago,Raine & Horne - Darwin,UNDER CONTRACT,23(805)/24 Litchfield Street,Darwin City,NT,800,08 8941 8941,1,1,1
2,1351705,Apartment,115,140,130,Added 7 hours ago,Renee's Realty NT - DURACK,"$299,000 ",512/6 Carey Street,Darwin City,NT,800,0417 718 149,1,1,1
5,1351722,Unit,50,60,55,Added yesterday,Property Now - MOOLOOLABA,"$580,000 ",19 KITCHENER DRIVE,Darwin City,NT,800,1300 815 051 ,1,1,1
7,1351723,Apartment,270,330,310,Under Offer,Raine & Horne - Darwin,"Offers Over $375,000",21/24 Harvey Street,Darwin City,NT,800,08 8941 8941,2,2,2
6,1351730,Apartment,100,120,110,Added 6 days ago,North Property NT - STUART PARK,"$489,000 ",803/24 Litchfield Street,Darwin City,NT,800,08 898 11088 ,2,2,1
8,1351744,Unit,40,50,45,Added 2 days ago,Elders Real Estate - Darwin,"OFFERS OVER $195,000",38/117 Smith Street,Darwin City,NT,800,08 8946 0500,1,1,1
1,1351747,Apartment,260,300,280,Added 4 days ago,LJ Hooker Darwin -   ,"$505,000 ",708/102 Esplanade,Darwin City,NT,800,08 8924 0900,2,2,2
9,1351753,Apartment,60,80,70,Added 5 days ago,Ausway Group,"$325,000 ",1004/3  Gardiner street,Darwin City,NT,800,451125286,2,2,2
3,1351755,Apartment,130,150,140,Added 2 hours ago,No Agent Property - BRIGHTON EAST,"$539,000 negotiable",1411/33 Woods Street,Darwin City,NT,800,1300 850 855,2,2,1
4,1351760,Apartment,78,90,85,Added 22 hours ago,Piening Property Sales - COOLALINGA,"$180,000 ",106/21 Cavenagh Street,Darwin City,NT,800,429826650,1,1,0
10,1351772,Apartment,240,300,280,Added 7 hours ago,Raine & Horne - Darwin,UNDER CONTRACT,36/96 Woods Street,Darwin City,NT,800,08 8941 8941,3,2,2
7,1351783,Unit,105,120,110,Added yesterday,Property Now - MOOLOOLABA,"$145,000 ",UNIT 51/21 CAVENAGH STREET,Darwin City,NT,800,1300 815 051 ,1,1,0
3,1351791,Apartment,45,60,55,Under Offer,Ausway Group,"$215,000 ",309/3  Gardiner street,Darwin City,NT,800,451125286,1,1,1
5,1351804,Apartment,285,330,310,Added 3 days ago,@realty - National Head Office Australia,"$450,000 ",607/31 Woods Street,Darwin City,NT,800,1300 299 377,2,2,1
6,1351806,Apartment,110,140,130,Added 1 day ago,David Booth Real Estate Pty Ltd - Darwin,"$865,000 ",181/8 Gardiner Street,Darwin City,NT,800,0418 892 861,3,2,2
4,1351811,Apartment,55,80,70,Added 2 hours ago,Elders Real Estate - Darwin,"$400,000 ",11/27 McMinn Street,Darwin City,NT,800,08 8946 0500,2,2,1
8,1351816,Unit,265,330,310,Added 5 hours ago,LJ Hooker Darwin -   ,"$369,000 ",15/4 McMinn Street,Darwin City,NT,800,08 8924 0900,2,2,2
9,1351822,Apartment,85,90,85,Added 4 days ago,Knight Frank (NT) - Darwin,"$350,000 ",610/79 Smith Street,Darwin City,NT,800,08 8982 2500,1,1,1
2,1351823,Unit,235,300,280,Added 22 hours ago,Real Estate Central - DARWIN CITY,"$549,000 ",19/96 Woods Street,Darwin City,NT,800,08 8943 3000,3,2,2
1,1351825,Apartment,120,150,140,Added 7 hours ago,First National Real Estate O'Donoghues - Darwin,"Offers over $539,000",609/31 Woods Street,Darwin City,NT,800,08 8942 8942,2,2,1
10,1351827,Apartment,50,60,55,Added yesterday,Raine & Horne - Darwin,UNDER CONTRACT,611/43B Knuckey Street,Darwin City,NT,800,08 8941 8941,1,1,0
4,1351829,Apartment,295,350,330,Under Offer,Elders Real Estate - Darwin,"$490,000 ",1109/31 Woods Street,Darwin City,NT,800,08 8946 0500,2,2,1
6,1351835,Apartment,130,160,150,Added 6 days ago,Ausway Group,"$209,000  Negoticate",508/3 Gardiner street,Darwin City,NT,800,451125286,1,1,1
8,1351840,Apartment,45,60,55,Added 2 days ago,Ray White Bayside - FANNIE BAY,"$420,000 ",9/144 Smith Street,Darwin City,NT,800,08 8986 7131,2,2,2
2,1351841,Unit,250,300,280,Added 4 days ago,Raine & Horne - Darwin,UNDER CONTRACT,34/108 Mitchell Street,Darwin City,NT,800,08 8941 8941,2,2,2
7,1351842,Unit,105,120,110,Added 5 days ago,Real Estate Central Projects - DARWIN,"$510,000 ",601/12 Harvey Street,Darwin City,NT,800,08 8943 3066,3,2,2
1,1351843,Unit,35,50,45,Added 2 hours ago,Real Estate Central Projects - Darwin,UNDER CONTRACT,501/12 Harvey Street,Darwin City,NT,800,08 8943 3000,3,2,2
9,1351852,Unit,275,330,310,Added 22 hours ago,Go Wise - WOOLNER,"$535,000 ",19/3 Manton Street,Darwin City,NT,800,08 8942 1200,2,2,2
5,1351855,Unit,70,80,75,Added 7 hours ago,North Property NT - STUART PARK,"$335,000 ",304/79 Smith Street,Darwin City,NT,800,08 898 11088 ,1,1,1
3,1351856,Apartment,240,300,280,Added yesterday,Real Estate Central - DARWIN CITY,UNDER CONTRACT,2003/43E Knuckey Street,Darwin City,NT,800,08 8943 3000,2,2,1
10,1351858,Apartment,115,140,130,Under Offer,Professionals - DARWIN CITY,"Penthouse for $850,000",39/144 Smith Street,Darwin City,NT,800,08 8941 8289,4,2,2
6,1351860,Apartment,50,60,55,Added 3 days ago,Professionals - DARWIN CITY,"Needs to GO! $510,000",701/12 Harvey Street,Darwin City,NT,800,08 8941 8289,3,2,2
2,1351874,Unit,270,330,310,Added 1 day ago,Elders Real Estate - Darwin,"$1,300,000 ",433/130 Esplanade,Darwin City,NT,800,08 8946 0500,3,2,2
8,1351893,Unit,100,120,110,Added 2 hours ago,Nick Mousellis Real Estate - Eview Group Member,"Offers Over $580,000",6601/7 Anchorage Court,Darwin City,NT,800,411724000,2,2,2
4,1351922,Apartment,40,50,45,Added 5 hours ago,Professionals - DARWIN CITY,"$470,000 ",109/12 Harvey Street,Darwin City,NT,800,08 8941 8289,3,2,1
5,1351923,Apartment,260,300,280,Added 4 days ago,First National Real Estate O'Donoghues - Darwin,"Offers over $539,000",1607/31 Woods Street,Darwin City,NT,800,08 8942 8942,2,2,1
7,1351930,Unit,60,80,70,Added 22 hours ago,LJ Hooker Darwin -   ,"$519,000 ",709/102 The Esplanade,Darwin City,NT,800,08 8924 0900,2,2,2
3,1351932,Unit,130,150,140,Added 7 hours ago,LJ Hooker Darwin -   ,"$219,000 ",512/5 Gardiner Street,Darwin City,NT,800,08 8924 0900,1,1,1
9,1351940,Apartment,78,90,85,Added yesterday,Ausway Group,"$235,000 negotiable",414/3  Gardiner street,Darwin City,NT,800,451125286,1,1,1
1,1351955,Apartment,240,300,280,Under Offer,Real Estate NT by George Pikos - FANNIE BAY,"$315,000 ",1109/6 Carey St,Darwin City,NT,800,08 8941 9959,1,1,1
10,1351958,Unit,105,120,110,Added 6 days ago,Alliance Realty - Larrakeyah,"Offers over $450,000",15/14 Dashwood Place,Darwin City,NT,800,08 8982 8282,3,2,2
2,1351965,Apartment,45,60,55,Added 3 days ago,For Sale By Owner                                                                                   ,Negotiable,21/12 Dashwood Place,Darwin City,NT,800,1300 114 970,3,2,2
5,1351968,Apartment,285,330,310,Added 2 days ago,Cate Killiner Real Estate - Woolner,"$380,000 ",406/90 Esplanade,Darwin City,NT,800,08 8942 2283,2,2,0
7,1351971,Apartment,110,140,130,Added 5 hours ago,Real Estate NT by George Pikos - FANNIE BAY,"$275,000 ",36/79 Mitchell St,Darwin City,NT,800,08 8941 9959,2,1,1
6,1351976,Apartment,55,80,70,Added 4 hours ago,Elders Real Estate - Darwin,"PRICE GUIDE $1,070,000",204/8A Gardiner Street,Darwin City,NT,800,08 8946 0500,4,2,2
8,1351979,Unit,265,330,310,Added 1 day ago,Territory Real Estate - Darwin,"$270,000 ",2/51 Knuckey Street,Darwin City,NT,800,889855678,1,1,1
