"Store","Date","Temperature","Fuel_Price","MarkDown1","MarkDown2","MarkDown3","MarkDown4","MarkDown5","CPI","Unemployment","IsHoliday"
36,"10/09/2010",80.58,2.513,,,,,,210.2641156,8.360,TRUE
15,"10/09/2010",62.36,2.837,,,,,,132.7564516,8.099,TRUE
14,"10/09/2010",70.87,2.699,,,,,,182.5981780,8.743,TRUE
43,"10/09/2010",81.32,2.565,,,,,,203.4214677,9.816,TRUE
8,"10/09/2010",74.34,2.565,,,,,,214.8528728,6.315,TRUE
35,"10/09/2010",70.38,2.699,,,,,,136.6212085,8.861,TRUE
22,"10/09/2010",68.60,2.717,,,,,,136.6212085,8.433,TRUE
2,"10/09/2010",79.09,2.565,,,,,,211.1532104,8.099,TRUE
25,"10/09/2010",61.14,2.699,,,,,,204.7266827,7.527,TRUE
17,"10/09/2010",56.28,2.870,,,,,,126.1145806,6.697,TRUE
39,"10/09/2010",79.94,2.565,,,,,,210.2641156,8.360,TRUE
11,"10/09/2010",81.93,2.565,,,,,,214.8065431,7.346,TRUE
10,"10/09/2010",84.04,2.961,,,,,,126.1145806,9.199,TRUE
6,"17/09/2010",81.78,2.582,,,,,,213.0398643,6.973,FALSE
24,"17/09/2010",60.31,2.846,,,,,,132.7670667,8.117,FALSE
13,"17/09/2010",66.84,2.875,,,,,,126.1454667,7.951,FALSE
16,"17/09/2010",56.55,2.800,,,,,,190.4688287,6.868,FALSE
29,"17/09/2010",62.49,2.716,,,,,,132.7670667,10.409,FALSE
45,"17/09/2010",66.55,2.706,,,,,,182.6225090,8.743,FALSE
41,"17/09/2010",62.40,2.800,,,,,,190.4688287,7.335,FALSE
30,"17/09/2010",83.03,2.582,,,,,,211.1806415,8.099,FALSE
42,"17/09/2010",85.52,3.028,,,,,,126.1454667,9.199,FALSE
38,"17/09/2010",82.45,3.028,,,,,,126.1454667,14.180,FALSE
3,"17/09/2010",82.36,2.582,,,,,,214.8322484,7.346,FALSE
40,"17/09/2010",55.34,2.716,,,,,,132.7670667,5.326,FALSE
32,"17/09/2010",67.17,2.800,,,,,,190.4688287,9.017,FALSE
34,"17/09/2010",70.71,2.594,,,,,,126.1454667,9.816,FALSE
26,"17/09/2010",50.08,2.716,,,,,,132.7670667,8.445,FALSE
18,"17/09/2010",60.94,2.716,,,,,,132.7670667,9.342,FALSE
12,"17/09/2010",82.45,3.028,,,,,,126.1454667,14.180,FALSE
23,"17/09/2010",55.30,2.716,,,,,,132.7670667,5.326,FALSE
37,"17/09/2010",82.10,2.582,,,,,,210.2924504,8.360,FALSE
20,"17/09/2010",65.28,2.706,,,,,,204.7513279,7.527,FALSE
19,"17/09/2010",58.68,2.846,,,,,,132.7670667,8.099,FALSE
31,"17/09/2010",83.03,2.582,,,,,,211.1806415,8.099,FALSE
9,"17/09/2010",81.19,2.582,,,,,,215.0615285,6.442,FALSE
4,"17/09/2010",64.91,2.594,,,,,,126.1454667,7.372,FALSE
28,"17/09/2010",82.45,3.028,,,,,,126.1454667,14.180,FALSE
5,"17/09/2010",82.28,2.582,,,,,,212.0769346,6.496,FALSE
1,"17/09/2010",82.11,2.582,,,,,,211.5224596,7.787,FALSE
21,"17/09/2010",83.03,2.582,,,,,,211.1806415,8.099,FALSE
36,"17/09/2010",82.10,2.550,,,,,,210.2924504,8.360,FALSE
15,"17/09/2010",57.94,2.846,,,,,,132.7670667,8.099,FALSE
14,"17/09/2010",66.55,2.706,,,,,,182.6225090,8.743,FALSE
43,"17/09/2010",78.86,2.582,,,,,,203.4499286,9.816,FALSE
8,"17/09/2010",75.32,2.582,,,,,,214.8785562,6.315,FALSE
35,"17/09/2010",64.50,2.706,,,,,,136.6338071,8.861,FALSE
22,"17/09/2010",62.49,2.716,,,,,,136.6338071,8.433,FALSE
2,"17/09/2010",82.05,2.582,,,,,,211.1806415,8.099,FALSE
25,"17/09/2010",60.13,2.706,,,,,,204.7513279,7.527,FALSE
17,"17/09/2010",58.53,2.875,,,,,,126.1454667,6.697,FALSE
39,"17/09/2010",81.83,2.582,,,,,,210.2924504,8.360,FALSE
11,"17/09/2010",83.04,2.582,,,,,,214.8322484,7.346,FALSE
10,"17/09/2010",85.52,3.028,,,,,,126.1454667,9.199,FALSE
6,"24/09/2010",76.49,2.624,,,,,,213.1152886,6.973,FALSE
24,"24/09/2010",64.30,2.837,,,,,,132.7619333,8.117,FALSE
13,"24/09/2010",68.22,2.872,,,,,,126.1900333,7.951,FALSE
16,"24/09/2010",58.19,2.793,,,,,,190.5713264,6.868,FALSE
29,"24/09/2010",65.14,2.718,,,,,,132.7619333,10.409,FALSE
45,"24/09/2010",68.59,2.713,,,,,,182.6696737,8.743,FALSE
41,"24/09/2010",60.11,2.793,,,,,,190.5713264,7.335,FALSE
30,"24/09/2010",80.79,2.624,,,,,,211.2552578,8.099,FALSE
42,"24/09/2010",85.75,2.939,,,,,,126.1900333,9.199,FALSE
38,"24/09/2010",81.77,2.939,,,,,,126.1900333,14.180,FALSE
3,"24/09/2010",76.90,2.624,,,,,,214.9084516,7.346,FALSE
40,"24/09/2010",55.63,2.718,,,,,,132.7619333,5.326,FALSE
32,"24/09/2010",64.19,2.793,,,,,,190.5713264,9.017,FALSE
34,"24/09/2010",69.78,2.642,,,,,,126.1900333,9.816,FALSE
26,"24/09/2010",52.47,2.718,,,,,,132.7619333,8.445,FALSE
18,"24/09/2010",64.82,2.718,,,,,,132.7619333,9.342,FALSE
12,"24/09/2010",81.77,2.939,,,,,,126.1900333,14.180,FALSE
23,"24/09/2010",57.75,2.718,,,,,,132.7619333,5.326,FALSE
37,"24/09/2010",79.17,2.624,,,,,,210.3664469,8.360,FALSE
20,"24/09/2010",69.37,2.713,,,,,,204.8182126,7.527,FALSE
19,"24/09/2010",63.43,2.837,,,,,,132.7619333,8.099,FALSE
31,"24/09/2010",80.79,2.624,,,,,,211.2552578,8.099,FALSE
9,"24/09/2010",77.15,2.624,,,,,,215.1378313,6.442,FALSE
4,"24/09/2010",60.96,2.642,,,,,,126.1900333,7.372,FALSE
28,"24/09/2010",81.77,2.939,,,,,,126.1900333,14.180,FALSE
5,"24/09/2010",78.53,2.624,,,,,,212.1519404,6.496,FALSE
1,"24/09/2010",80.94,2.624,,,,,,211.5972246,7.787,FALSE
21,"24/09/2010",80.79,2.624,,,,,,211.2552578,8.099,FALSE
36,"24/09/2010",79.17,2.578,,,,,,210.3664469,8.360,FALSE
15,"24/09/2010",62.53,2.837,,,,,,132.7619333,8.099,FALSE
14,"24/09/2010",68.59,2.713,,,,,,182.6696737,8.743,FALSE
43,"24/09/2010",77.42,2.624,,,,,,203.5216786,9.816,FALSE
8,"24/09/2010",72.21,2.624,,,,,,214.9547795,6.315,FALSE
35,"24/09/2010",67.08,2.713,,,,,,136.6317821,8.861,FALSE
22,"24/09/2010",65.14,2.718,,,,,,136.6317821,8.433,FALSE
2,"24/09/2010",81.79,2.624,,,,,,211.2552578,8.099,FALSE
25,"24/09/2010",65.06,2.713,,,,,,204.8182126,7.527,FALSE
17,"24/09/2010",58.39,2.872,,,,,,126.1900333,6.697,FALSE
39,"24/09/2010",78.50,2.624,,,,,,210.3664469,8.360,FALSE
11,"24/09/2010",77.36,2.624,,,,,,214.9084516,7.346,FALSE
10,"24/09/2010",85.75,2.939,,,,,,126.1900333,9.199,FALSE
6,"01/10/2010",70.69,2.603,,,,,,213.1907129,7.007,FALSE
24,"01/10/2010",66.88,2.840,,,,,,132.7568000,8.275,FALSE
13,"01/10/2010",68.74,2.853,,,,,,126.2346000,7.795,FALSE
16,"01/10/2010",59.39,2.759,,,,,,190.6738241,6.986,FALSE
29,"01/10/2010",69.31,2.717,,,,,,132.7568000,10.524,FALSE
45,"01/10/2010",70.58,2.707,,,,,,182.7168385,8.724,FALSE
41,"01/10/2010",62.67,2.759,,,,,,190.6738241,7.508,FALSE
30,"01/10/2010",70.28,2.603,,,,,,211.3298742,8.163,FALSE
42,"01/10/2010",86.01,3.001,,,,,,126.2346000,9.003,FALSE
38,"01/10/2010",85.20,3.001,,,,,,126.2346000,14.313,FALSE
3,"01/10/2010",73.60,2.603,,,,,,214.9846548,7.564,FALSE
40,"01/10/2010",62.01,2.717,,,,,,132.7568000,5.287,FALSE
32,"01/10/2010",66.14,2.759,,,,,,190.6738241,9.137,FALSE
34,"01/10/2010",70.13,2.619,,,,,,126.2346000,10.210,FALSE
26,"01/10/2010",57.80,2.717,,,,,,132.7568000,8.149,FALSE
18,"01/10/2010",67.76,2.717,,,,,,132.7568000,9.331,FALSE
12,"01/10/2010",85.20,3.001,,,,,,126.2346000,14.313,FALSE
23,"01/10/2010",62.07,2.717,,,,,,132.7568000,5.287,FALSE
37,"01/10/2010",74.66,2.603,,,,,,210.4404433,8.476,FALSE
20,"01/10/2010",61.08,2.707,,,,,,204.8850973,7.484,FALSE
19,"01/10/2010",59.91,2.840,,,,,,132.7568000,8.067,FALSE
31,"01/10/2010",70.28,2.603,,,,,,211.3298742,8.163,FALSE
9,"01/10/2010",69.08,2.603,,,,,,215.2141341,6.560,FALSE
4,"01/10/2010",63.96,2.619,,,,,,126.2346000,7.127,FALSE
28,"01/10/2010",85.20,3.001,,,,,,126.2346000,14.313,FALSE
5,"01/10/2010",71.10,2.603,,,,,,212.2269463,6.768,FALSE
1,"01/10/2010",71.89,2.603,,,,,,211.6719895,7.838,FALSE
21,"01/10/2010",70.28,2.603,,,,,,211.3298742,8.163,FALSE
36,"01/10/2010",74.66,2.567,,,,,,210.4404433,8.476,FALSE
15,"01/10/2010",59.69,2.840,,,,,,132.7568000,8.067,FALSE
14,"01/10/2010",70.58,2.707,,,,,,182.7168385,8.724,FALSE
43,"01/10/2010",77.93,2.603,,,,,,203.5934286,10.210,FALSE
8,"01/10/2010",68.70,2.603,,,,,,215.0310029,6.433,FALSE
35,"01/10/2010",70.19,2.707,,,,,,136.6297571,8.763,FALSE
22,"01/10/2010",69.31,2.717,,,,,,136.6297571,8.572,FALSE
2,"01/10/2010",69.24,2.603,,,,,,211.3298742,8.163,FALSE
25,"01/10/2010",57.56,2.707,,,,,,204.8850973,7.484,FALSE
17,"01/10/2010",60.07,2.853,,,,,,126.2346000,6.885,FALSE
39,"01/10/2010",72.74,2.603,,,,,,210.4404433,8.476,FALSE
11,"01/10/2010",75.11,2.603,,,,,,214.9846548,7.564,FALSE
10,"01/10/2010",86.01,3.001,,,,,,126.2346000,9.003,FALSE
6,"08/10/2010",65.21,2.633,,,,,,213.2661373,7.007,FALSE
24,"08/10/2010",54.82,2.903,,,,,,132.7516667,8.275,FALSE
13,"08/10/2010",63.03,2.841,,,,,,126.2791667,7.795,FALSE
16,"08/10/2010",54.29,2.745,,,,,,190.7763218,6.986,FALSE
29,"08/10/2010",56.32,2.776,,,,,,132.7516667,10.524,FALSE
45,"08/10/2010",56.49,2.764,,,,,,182.7640032,8.724,FALSE
41,"08/10/2010",57.10,2.745,,,,,,190.7763218,7.508,FALSE
30,"08/10/2010",65.76,2.633,,,,,,211.4044906,8.163,FALSE
42,"08/10/2010",77.04,2.924,,,,,,126.2791667,9.003,FALSE
38,"08/10/2010",71.82,3.013,,,,,,126.2791667,14.313,FALSE
3,"08/10/2010",66.99,2.633,,,,,,215.0608580,7.564,FALSE
40,"08/10/2010",52.02,2.776,,,,,,132.7516667,5.287,FALSE
32,"08/10/2010",61.81,2.745,,,,,,190.7763218,9.137,FALSE
34,"08/10/2010",65.21,2.645,,,,,,126.2791667,10.210,FALSE
26,"08/10/2010",46.81,2.776,,,,,,132.7516667,8.149,FALSE
18,"08/10/2010",54.73,2.776,,,,,,132.7516667,9.331,FALSE
12,"08/10/2010",71.82,3.013,,,,,,126.2791667,14.313,FALSE
23,"08/10/2010",50.75,2.776,,,,,,132.7516667,5.287,FALSE
37,"08/10/2010",66.34,2.633,,,,,,210.5144398,8.476,FALSE
20,"08/10/2010",51.50,2.764,,,,,,204.9519820,7.484,FALSE
19,"08/10/2010",53.74,2.903,,,,,,132.7516667,8.067,FALSE
31,"08/10/2010",65.76,2.633,,,,,,211.4044906,8.163,FALSE
9,"08/10/2010",65.35,2.633,,,,,,215.2904370,6.560,FALSE
4,"08/10/2010",67.73,2.645,,,,,,126.2791667,7.127,FALSE
28,"08/10/2010",71.82,3.013,,,,,,126.2791667,14.313,FALSE
5,"08/10/2010",64.99,2.633,,,,,,212.3019522,6.768,FALSE
1,"08/10/2010",63.93,2.633,,,,,,211.7467544,7.838,FALSE
21,"08/10/2010",65.76,2.633,,,,,,211.4044906,8.163,FALSE
36,"08/10/2010",66.34,2.595,,,,,,210.5144398,8.476,FALSE
15,"08/10/2010",52.19,2.903,,,,,,132.7516667,8.067,FALSE
14,"08/10/2010",56.49,2.764,,,,,,182.7640032,8.724,FALSE
43,"08/10/2010",72.81,2.633,,,,,,203.6651786,10.210,FALSE
8,"08/10/2010",62.94,2.633,,,,,,215.1072262,6.433,FALSE
35,"08/10/2010",57.78,2.764,,,,,,136.6277321,8.763,FALSE
22,"08/10/2010",56.32,2.776,,,,,,136.6277321,8.572,FALSE
2,"08/10/2010",63.19,2.633,,,,,,211.4044906,8.163,FALSE
25,"08/10/2010",48.46,2.764,,,,,,204.9519820,7.484,FALSE
17,"08/10/2010",58.06,2.841,,,,,,126.2791667,6.885,FALSE
39,"08/10/2010",64.80,2.633,,,,,,210.5144398,8.476,FALSE
11,"08/10/2010",68.71,2.633,,,,,,215.0608580,7.564,FALSE
10,"08/10/2010",77.04,2.924,,,,,,126.2791667,9.003,FALSE
6,"15/10/2010",68.93,2.720,,,,,,213.3337977,7.007,FALSE
24,"15/10/2010",52.83,2.999,,,,,,132.7633548,8.275,FALSE
13,"15/10/2010",54.12,2.845,,,,,,126.3266774,7.795,FALSE
16,"15/10/2010",45.00,2.762,,,,,,190.8623087,6.986,FALSE
29,"15/10/2010",55.23,2.878,,,,,,132.7633548,10.524,FALSE
45,"15/10/2010",58.61,2.868,,,,,,182.8106203,8.724,FALSE
41,"15/10/2010",49.91,2.762,,,,,,190.8623087,7.508,FALSE
30,"15/10/2010",68.61,2.720,,,,,,211.4713286,8.163,FALSE
42,"15/10/2010",75.48,3.080,,,,,,126.3266774,9.003,FALSE
38,"15/10/2010",75.00,2.976,,,,,,126.3266774,14.313,FALSE
3,"15/10/2010",69.71,2.720,,,,,,215.1293114,7.564,FALSE
40,"15/10/2010",44.56,2.878,,,,,,132.7633548,5.287,FALSE
32,"15/10/2010",52.96,2.762,,,,,,190.8623087,9.137,FALSE
34,"15/10/2010",59.57,2.732,,,,,,126.3266774,10.210,FALSE
26,"15/10/2010",39.93,2.878,,,,,,132.7633548,8.149,FALSE
18,"15/10/2010",52.02,2.878,,,,,,132.7633548,9.331,FALSE
12,"15/10/2010",75.00,2.976,,,,,,126.3266774,14.313,FALSE
23,"15/10/2010",45.55,2.878,,,,,,132.7633548,5.287,FALSE
37,"15/10/2010",71.57,2.720,,,,,,210.5805944,8.476,FALSE
20,"15/10/2010",59.17,2.868,,,,,,205.0137637,7.484,FALSE
19,"15/10/2010",51.32,2.999,,,,,,132.7633548,8.067,FALSE
31,"15/10/2010",68.61,2.720,,,,,,211.4713286,8.163,FALSE
9,"15/10/2010",67.36,2.720,,,,,,215.3589917,6.560,FALSE
4,"15/10/2010",62.03,2.732,,,,,,126.3266774,7.127,FALSE
28,"15/10/2010",75.00,2.976,,,,,,126.3266774,14.313,FALSE
5,"15/10/2010",68.11,2.720,,,,,,212.3691867,6.768,FALSE
1,"15/10/2010",67.18,2.720,,,,,,211.8137436,7.838,FALSE
21,"15/10/2010",68.61,2.720,,,,,,211.4713286,8.163,FALSE
36,"15/10/2010",71.57,2.705,,,,,,210.5805944,8.476,FALSE
15,"15/10/2010",49.96,2.999,,,,,,132.7633548,8.067,FALSE
14,"15/10/2010",58.61,2.868,,,,,,182.8106203,8.724,FALSE
43,"15/10/2010",68.78,2.720,,,,,,203.7299032,10.210,FALSE
8,"15/10/2010",62.59,2.720,,,,,,215.1757000,6.433,FALSE
35,"15/10/2010",58.38,2.868,,,,,,136.6401935,8.763,FALSE
22,"15/10/2010",55.23,2.878,,,,,,136.6401935,8.572,FALSE
2,"15/10/2010",65.80,2.720,,,,,,211.4713286,8.163,FALSE
25,"15/10/2010",54.09,2.868,,,,,,205.0137637,7.484,FALSE
17,"15/10/2010",47.35,2.845,,,,,,126.3266774,6.885,FALSE
39,"15/10/2010",69.96,2.720,,,,,,210.5805944,8.476,FALSE
11,"15/10/2010",71.46,2.720,,,,,,215.1293114,7.564,FALSE
10,"15/10/2010",75.48,3.080,,,,,,126.3266774,9.003,FALSE
6,"22/10/2010",70.97,2.725,,,,,,213.3820486,7.007,FALSE
24,"22/10/2010",48.69,3.049,,,,,,132.8170968,8.275,FALSE
13,"22/10/2010",56.89,2.849,,,,,,126.3815484,7.795,FALSE
16,"22/10/2010",45.85,2.762,,,,,,190.9070184,6.986,FALSE
29,"22/10/2010",50.24,2.919,,,,,,132.8170968,10.524,FALSE
45,"22/10/2010",53.15,2.917,,,,,,182.8558685,8.724,FALSE
41,"22/10/2010",48.09,2.762,,,,,,190.9070184,7.508,FALSE
30,"22/10/2010",70.72,2.725,,,,,,211.5187208,8.163,FALSE
42,"22/10/2010",68.12,3.014,,,,,,126.3815484,9.003,FALSE
38,"22/10/2010",68.85,3.014,,,,,,126.3815484,14.313,FALSE
3,"22/10/2010",71.64,2.725,,,,,,215.1783900,7.564,FALSE
40,"22/10/2010",41.25,2.919,,,,,,132.8170968,5.287,FALSE
32,"22/10/2010",52.30,2.762,,,,,,190.9070184,9.137,FALSE
34,"22/10/2010",58.11,2.736,,,,,,126.3815484,10.210,FALSE
26,"22/10/2010",36.13,2.919,,,,,,132.8170968,8.149,FALSE
18,"22/10/2010",47.12,2.919,,,,,,132.8170968,9.331,FALSE
12,"22/10/2010",68.85,3.014,,,,,,126.3815484,14.313,FALSE
23,"22/10/2010",43.19,2.919,,,,,,132.8170968,5.287,FALSE
37,"22/10/2010",72.24,2.725,,,,,,210.6271444,8.476,FALSE
20,"22/10/2010",50.52,2.917,,,,,,205.0627881,7.484,FALSE
19,"22/10/2010",48.45,3.049,,,,,,132.8170968,8.067,FALSE
31,"22/10/2010",70.72,2.725,,,,,,211.5187208,8.163,FALSE
9,"22/10/2010",69.99,2.725,,,,,,215.4081762,6.560,FALSE
4,"22/10/2010",64.17,2.736,,,,,,126.3815484,7.127,FALSE
28,"22/10/2010",68.85,3.014,,,,,,126.3815484,14.313,FALSE
5,"22/10/2010",70.96,2.725,,,,,,212.4169928,6.768,FALSE
1,"22/10/2010",69.86,2.725,,,,,,211.8612937,7.838,FALSE
21,"22/10/2010",70.72,2.725,,,,,,211.5187208,8.163,FALSE
36,"22/10/2010",72.24,2.698,,,,,,210.6271444,8.476,FALSE
15,"22/10/2010",47.10,3.049,,,,,,132.8170968,8.067,FALSE
14,"22/10/2010",53.15,2.917,,,,,,182.8558685,8.724,FALSE
43,"22/10/2010",69.46,2.725,,,,,,203.7770645,10.210,FALSE
8,"22/10/2010",62.86,2.725,,,,,,215.2248000,6.433,FALSE
35,"22/10/2010",52.82,2.917,,,,,,136.6888710,8.763,FALSE
22,"22/10/2010",50.24,2.919,,,,,,136.6888710,8.572,FALSE
2,"22/10/2010",68.50,2.725,,,,,,211.5187208,8.163,FALSE
25,"22/10/2010",46.73,2.917,,,,,,205.0627881,7.484,FALSE
17,"22/10/2010",47.95,2.849,,,,,,126.3815484,6.885,FALSE
39,"22/10/2010",71.73,2.725,,,,,,210.6271444,8.476,FALSE
11,"22/10/2010",72.60,2.725,,,,,,215.1783900,7.564,FALSE
10,"22/10/2010",68.12,3.014,,,,,,126.3815484,9.003,FALSE
6,"29/10/2010",70.39,2.716,,,,,,213.4302994,7.007,FALSE
24,"29/10/2010",57.29,3.055,,,,,,132.8708387,8.275,FALSE
13,"29/10/2010",45.12,2.841,,,,,,126.4364194,7.795,FALSE
16,"29/10/2010",35.76,2.748,,,,,,190.9517280,6.986,FALSE
29,"29/10/2010",57.73,2.938,,,,,,132.8708387,10.524,FALSE
45,"29/10/2010",61.30,2.921,,,,,,182.9011166,8.724,FALSE
41,"29/10/2010",42.16,2.748,,,,,,190.9517280,7.508,FALSE
30,"29/10/2010",67.51,2.716,,,,,,211.5661131,8.163,FALSE
42,"29/10/2010",68.76,3.130,,,,,,126.4364194,9.003,FALSE
38,"29/10/2010",61.09,3.016,,,,,,126.4364194,14.313,FALSE
3,"29/10/2010",72.04,2.716,,,,,,215.2274686,7.564,FALSE
40,"29/10/2010",47.10,2.938,,,,,,132.8708387,5.287,FALSE
32,"29/10/2010",45.45,2.748,,,,,,190.9517280,9.137,FALSE
34,"29/10/2010",50.78,2.718,,,,,,126.4364194,10.210,FALSE
26,"29/10/2010",40.30,2.938,,,,,,132.8708387,8.149,FALSE
18,"29/10/2010",55.85,2.938,,,,,,132.8708387,9.331,FALSE
12,"29/10/2010",61.09,3.016,,,,,,126.4364194,14.313,FALSE
23,"29/10/2010",48.68,2.938,,,,,,132.8708387,5.287,FALSE
37,"29/10/2010",76.22,2.716,,,,,,210.6736944,8.476,FALSE
20,"29/10/2010",57.56,2.921,,,,,,205.1118126,7.484,FALSE
19,"29/10/2010",56.11,3.055,,,,,,132.8708387,8.067,FALSE
31,"29/10/2010",67.51,2.716,,,,,,211.5661131,8.163,FALSE
9,"29/10/2010",64.43,2.716,,,,,,215.4573607,6.560,FALSE
4,"29/10/2010",56.94,2.718,,,,,,126.4364194,7.127,FALSE
28,"29/10/2010",61.09,3.016,,,,,,126.4364194,14.313,FALSE
5,"29/10/2010",70.58,2.716,,,,,,212.4647990,6.768,FALSE
1,"29/10/2010",69.64,2.716,,,,,,211.9088438,7.838,FALSE
21,"29/10/2010",67.51,2.716,,,,,,211.5661131,8.163,FALSE
36,"29/10/2010",76.22,2.680,,,,,,210.6736944,8.476,FALSE
15,"29/10/2010",55.09,3.055,,,,,,132.8708387,8.067,FALSE
14,"29/10/2010",61.30,2.921,,,,,,182.9011166,8.724,FALSE
43,"29/10/2010",65.88,2.716,,,,,,203.8242258,10.210,FALSE
8,"29/10/2010",57.93,2.716,,,,,,215.2739000,6.433,FALSE
35,"29/10/2010",61.02,2.921,,,,,,136.7375484,8.763,FALSE
22,"29/10/2010",57.73,2.938,,,,,,136.7375484,8.572,FALSE
2,"29/10/2010",66.24,2.716,,,,,,211.5661131,8.163,FALSE
25,"29/10/2010",55.72,2.921,,,,,,205.1118126,7.484,FALSE
17,"29/10/2010",39.87,2.841,,,,,,126.4364194,6.885,FALSE
39,"29/10/2010",75.14,2.716,,,,,,210.6736944,8.476,FALSE
11,"29/10/2010",74.21,2.716,,,,,,215.2274686,7.564,FALSE
10,"29/10/2010",68.76,3.130,,,,,,126.4364194,9.003,FALSE
6,"05/11/2010",59.90,2.689,,,,,,213.4785503,7.007,FALSE
24,"05/11/2010",42.20,3.049,,,,,,132.9245806,8.275,FALSE
13,"05/11/2010",49.96,2.831,,,,,,126.4912903,7.795,FALSE
16,"05/11/2010",39.94,2.729,,,,,,190.9964377,6.986,FALSE
29,"05/11/2010",44.34,2.938,,,,,,132.9245806,10.524,FALSE
45,"05/11/2010",45.65,2.917,,,,,,182.9463648,8.724,FALSE
41,"05/11/2010",46.74,2.729,,,,,,190.9964377,7.508,FALSE
30,"05/11/2010",58.71,2.689,,,,,,211.6135053,8.163,FALSE
42,"05/11/2010",71.04,3.009,,,,,,126.4912903,9.003,FALSE
38,"05/11/2010",65.49,3.129,,,,,,126.4912903,14.313,FALSE
3,"05/11/2010",62.94,2.689,,,,,,215.2765472,7.564,FALSE
40,"05/11/2010",36.45,2.938,,,,,,132.9245806,5.287,FALSE
32,"05/11/2010",49.20,2.729,,,,,,190.9964377,9.137,FALSE
34,"05/11/2010",52.43,2.699,,,,,,126.4912903,10.210,FALSE
26,"05/11/2010",30.51,2.938,,,,,,132.9245806,8.149,FALSE
18,"05/11/2010",42.05,2.938,,,,,,132.9245806,9.331,FALSE
12,"05/11/2010",65.49,3.129,,,,,,126.4912903,14.313,FALSE
23,"05/11/2010",36.60,2.938,,,,,,132.9245806,5.287,FALSE
37,"05/11/2010",62.72,2.689,,,,,,210.7202444,8.476,FALSE
20,"05/11/2010",42.78,2.917,,,,,,205.1608370,7.484,FALSE
19,"05/11/2010",41.78,3.049,,,,,,132.9245806,8.067,FALSE
31,"05/11/2010",58.71,2.689,,,,,,211.6135053,8.163,FALSE
9,"05/11/2010",58.69,2.689,,,,,,215.5065452,6.560,FALSE
4,"05/11/2010",51.60,2.699,,,,,,126.4912903,7.127,FALSE
28,"05/11/2010",65.49,3.129,,,,,,126.4912903,14.313,FALSE
5,"05/11/2010",58.88,2.689,,,,,,212.5126051,6.768,FALSE
1,"05/11/2010",58.74,2.689,,,,,,211.9563939,7.838,FALSE
21,"05/11/2010",58.71,2.689,,,,,,211.6135053,8.163,FALSE
36,"05/11/2010",62.72,2.655,,,,,,210.7202444,8.476,FALSE
15,"05/11/2010",40.29,3.049,,,,,,132.9245806,8.067,FALSE
14,"05/11/2010",45.65,2.917,,,,,,182.9463648,8.724,FALSE
43,"05/11/2010",62.52,2.689,,,,,,203.8713871,10.210,FALSE
8,"05/11/2010",55.76,2.689,,,,,,215.3230000,6.433,FALSE
35,"05/11/2010",45.91,2.917,,,,,,136.7862258,8.763,FALSE
22,"05/11/2010",44.34,2.938,,,,,,136.7862258,8.572,FALSE
2,"05/11/2010",57.85,2.689,,,,,,211.6135053,8.163,FALSE
25,"05/11/2010",38.80,2.917,,,,,,205.1608370,7.484,FALSE
17,"05/11/2010",42.54,2.831,,,,,,126.4912903,6.885,FALSE
39,"05/11/2010",61.62,2.689,,,,,,210.7202444,8.476,FALSE
11,"05/11/2010",64.41,2.689,,,,,,215.2765472,7.564,FALSE
10,"05/11/2010",71.04,3.009,,,,,,126.4912903,9.003,FALSE
6,"12/11/2010",62.11,2.728,,,,,,213.5268011,7.007,FALSE
24,"12/11/2010",41.76,3.065,,,,,,132.9783226,8.275,FALSE
13,"12/11/2010",42.55,2.831,,,,,,126.5461613,7.795,FALSE
16,"12/11/2010",34.04,2.737,,,,,,191.0411474,6.986,FALSE
29,"12/11/2010",44.42,2.961,,,,,,132.9783226,10.524,FALSE
45,"12/11/2010",46.14,2.931,,,,,,182.9916129,8.724,FALSE
41,"12/11/2010",38.99,2.737,,,,,,191.0411474,7.508,FALSE
30,"12/11/2010",60.95,2.728,,,,,,211.6608975,8.163,FALSE
42,"12/11/2010",61.24,3.130,,,,,,126.5461613,9.003,FALSE
38,"12/11/2010",57.79,3.130,,,,,,126.5461613,14.313,FALSE
3,"12/11/2010",62.79,2.728,,,,,,215.3256258,7.564,FALSE
40,"12/11/2010",38.50,2.961,,,,,,132.9783226,5.287,FALSE
32,"12/11/2010",42.30,2.737,,,,,,191.0411474,9.137,FALSE
34,"12/11/2010",47.20,2.741,,,,,,126.5461613,10.210,FALSE
26,"12/11/2010",37.51,2.961,,,,,,132.9783226,8.149,FALSE
18,"12/11/2010",43.17,2.961,,,,,,132.9783226,9.331,FALSE
12,"12/11/2010",57.79,3.130,,,,,,126.5461613,14.313,FALSE
23,"12/11/2010",35.59,2.961,,,,,,132.9783226,5.287,FALSE
37,"12/11/2010",61.97,2.728,,,,,,210.7667944,8.476,FALSE
20,"12/11/2010",42.38,2.931,,,,,,205.2098614,7.484,FALSE
19,"12/11/2010",40.30,3.065,,,,,,132.9783226,8.067,FALSE
31,"12/11/2010",60.95,2.728,,,,,,211.6608975,8.163,FALSE
9,"12/11/2010",61.59,2.728,,,,,,215.5557297,6.560,FALSE
4,"12/11/2010",52.65,2.741,,,,,,126.5461613,7.127,FALSE
28,"12/11/2010",57.79,3.130,,,,,,126.5461613,14.313,FALSE
