COMMENT_ID,CUSTOMER_ID,COMMENT_DT,CHANNEL_TYPE,CHANNEL_ID,COMMENT_TEXT
T00008654,136897,2018-03-24 03:06:00.000,C,C0000506897,Sample comment
T00008655,72857,2018-03-24 03:06:00.000,C,C0000504100,Sample comment
T00008656,136897,2018-03-24 03:16:00.000,W,W0000202029,Sample comment
T00008657,72857,2018-03-24 03:16:00.000,W,W0000202027,Sample comment
T00008658,104877,2018-03-24 03:16:00.000,W,W0000202028,Sample comment
T00008659,100465,2018-03-24 03:58:00.000,W,W0000202039,Sample comment
T00008660,68445,2018-03-24 03:58:00.000,W,W0000202038,Sample comment
T00008661,107849,2018-03-24 04:29:00.000,W,W0000202047,Sample comment
T00008662,113645,2018-03-24 05:23:00.000,W,W0000202051,Sample comment
T00008663,208501,2018-03-24 05:26:00.000,W,W0000202060,Sample comment
T00008664,114441,2018-03-24 05:26:00.000,W,W0000202059,Sample comment
T00008665,113645,2018-03-24 05:34:00.000,C,C0000506126,Sample comment
T00008666,177685,2018-03-24 05:34:00.000,C,C0000507209,Sample comment
T00008667,146461,2018-03-24 05:37:00.000,C,C0000506971,Sample comment
T00008668,114441,2018-03-24 05:37:00.000,C,C0000506168,Sample comment
T00008669,221497,2018-03-24 05:48:00.000,C,C0000507512,Sample comment
T00008670,127437,2018-03-24 05:48:00.000,C,C0000506802,Sample comment
T00008671,95417,2018-03-24 05:48:00.000,C,C0000505233,Sample comment
T00008672,113354,2018-03-24 06:59:00.000,W,W0000202082,Sample comment
T00008673,70527,2018-03-24 07:01:00.000,W,W0000202084,Sample comment
T00008674,102547,2018-03-24 07:01:00.000,W,W0000202085,Sample comment
T00008675,70527,2018-03-24 07:16:00.000,C,C0000504004,Sample comment
T00008676,102547,2018-03-24 07:16:00.000,C,C0000505577,Sample comment
T00008677,166587,2018-03-24 07:16:00.000,C,C0000507130,Sample comment
T00008678,121434,2018-03-24 08:33:00.000,C,C0000506482,Sample comment
T00008679,89414,2018-03-24 08:33:00.000,C,C0000504906,Sample comment
T00008680,247465,2018-03-24 08:33:00.000,C,C0000507697,Sample comment
T00008681,121434,2018-03-24 08:34:00.000,W,W0000202113,Sample comment
T00008682,89414,2018-03-24 08:34:00.000,W,W0000202112,Sample comment
T00008683,247465,2018-03-24 08:34:00.000,W,W0000202114,Sample comment
T00008684,64561,2018-03-24 09:31:00.000,W,W0000202121,Sample comment
T00008685,96581,2018-03-24 09:31:00.000,W,W0000202122,Sample comment
T00008686,64561,2018-03-24 09:34:00.000,C,C0000503697,Sample comment
T00008687,96581,2018-03-24 09:34:00.000,C,C0000505288,Sample comment
T00008688,160621,2018-03-24 09:34:00.000,C,C0000507084,Sample comment
T00008689,67687,2018-03-24 12:32:00.000,C,C0000503860,Sample comment
T00008690,99707,2018-03-24 12:32:00.000,C,C0000505440,Sample comment
T00008691,225738,2018-03-24 12:32:00.000,C,C0000507545,Sample comment
T00008692,111428,2018-03-24 12:39:00.000,W,W0000202130,Sample comment
T00008693,73586,2018-03-24 13:33:00.000,W,W0000202133,Sample comment
T00008694,105606,2018-03-24 13:33:00.000,W,W0000202134,Sample comment
T00008695,244998,2018-03-24 14:00:00.000,W,W0000202139,Sample comment
T00008696,118967,2018-03-24 14:00:00.000,W,W0000202138,Sample comment
T00008697,86947,2018-03-24 14:00:00.000,W,W0000202137,Sample comment
T00008698,119828,2018-03-24 16:55:00.000,W,W0000202159,Sample comment
T00008699,87808,2018-03-24 16:55:00.000,W,W0000202158,Sample comment
T00008700,219060,2018-03-24 17:32:00.000,C,C0000507489,Sample comment
T00008701,251031,2018-03-24 17:32:00.000,C,C0000507719,Sample comment
T00008702,92980,2018-03-24 17:32:00.000,C,C0000505100,Sample comment
T00008703,189040,2018-03-24 17:32:00.000,C,C0000507273,Sample comment
T00008704,125000,2018-03-24 17:32:00.000,C,C0000506665,Sample comment
T00008705,92980,2018-03-24 17:37:00.000,W,W0000202165,Sample comment
T00008706,125000,2018-03-24 17:37:00.000,W,W0000202166,Sample comment
T00008707,93539,2018-03-24 18:12:00.000,W,W0000202175,Sample comment
T00008708,125559,2018-03-24 18:12:00.000,W,W0000202176,Sample comment
T00008709,251590,2018-03-24 18:12:00.000,W,W0000202177,Sample comment
T00008710,101610,2018-03-24 19:15:00.000,C,C0000505532,Sample comment
T00008711,69590,2018-03-24 19:15:00.000,C,C0000503958,Sample comment
T00008712,111360,2018-03-24 19:30:00.000,W,W0000202195,Sample comment
T00008713,97638,2018-03-24 19:58:00.000,W,W0000202210,Sample comment
T00008714,68837,2018-03-24 21:09:00.000,C,C0000503922,Sample comment
T00008715,100857,2018-03-24 21:09:00.000,C,C0000505495,Sample comment
T00008716,112133,2018-03-25 00:08:00.000,C,C0000506058,Sample comment
T00008717,86636,2018-03-25 01:27:00.000,C,C0000504797,Sample comment
T00008718,118656,2018-03-25 01:27:00.000,C,C0000506358,Sample comment
T00008719,118676,2018-03-25 01:34:00.000,W,W0000202228,Sample comment
T00008720,182716,2018-03-25 01:34:00.000,W,W0000202229,Sample comment
T00008721,86656,2018-03-25 01:34:00.000,W,W0000202227,Sample comment
T00008722,226013,2018-03-25 03:11:00.000,C,C0000507549,Sample comment
T00008723,99982,2018-03-25 03:11:00.000,C,C0000505452,Sample comment
T00008724,67962,2018-03-25 03:11:00.000,C,C0000503876,Sample comment
T00008725,164022,2018-03-25 03:11:00.000,C,C0000507108,Sample comment
T00008726,132002,2018-03-25 03:11:00.000,C,C0000506866,Sample comment
T00008727,243320,2018-03-25 03:33:00.000,C,C0000507674,Sample comment
T00008728,85269,2018-03-25 03:33:00.000,C,C0000504741,Sample comment
T00008729,181329,2018-03-25 03:33:00.000,C,C0000507228,Sample comment
T00008730,211349,2018-03-25 03:33:00.000,C,C0000507444,Sample comment
T00008731,117289,2018-03-25 03:33:00.000,C,C0000506308,Sample comment
T00008732,117289,2018-03-25 03:38:00.000,W,W0000202256,Sample comment
T00008733,85269,2018-03-25 03:38:00.000,W,W0000202255,Sample comment
T00008734,241667,2018-03-25 05:53:00.000,W,W0000202269,Sample comment
T00008735,115636,2018-03-25 05:53:00.000,W,W0000202267,Sample comment
T00008736,147656,2018-03-25 05:53:00.000,W,W0000202268,Sample comment
T00008737,1100127,2018-03-25 05:53:00.000,W,W0000202270,Sample comment
T00008738,115636,2018-03-25 05:58:00.000,C,C0000506231,Sample comment
T00008739,1100127,2018-03-25 05:58:00.000,C,C0000507869,Sample comment
T00008740,103120,2018-03-25 07:12:00.000,C,C0000505607,Sample comment
T00008741,71100,2018-03-25 07:12:00.000,C,C0000504032,Sample comment
T00008742,111337,2018-03-25 08:56:00.000,W,W0000202292,Sample comment
T00008743,175377,2018-03-25 08:56:00.000,W,W0000202293,Sample comment
T00008744,205397,2018-03-25 08:56:00.000,W,W0000202294,Sample comment
T00008745,104211,2018-03-25 09:03:00.000,C,C0000505647,Sample comment
T00008746,72191,2018-03-25 09:03:00.000,C,C0000504075,Sample comment
T00008747,106044,2018-03-25 10:54:00.000,C,C0000505730,Sample comment
T00008748,200104,2018-03-25 10:54:00.000,C,C0000507368,Sample comment
T00008749,74024,2018-03-25 10:54:00.000,C,C0000504161,Sample comment
T00008750,138064,2018-03-25 10:54:00.000,C,C0000506906,Sample comment
T00008751,102145,2018-03-25 11:26:00.000,W,W0000202331,Sample comment
T00008752,70125,2018-03-25 11:26:00.000,W,W0000202330,Sample comment
T00008753,228176,2018-03-25 11:26:00.000,W,W0000202332,Sample comment
T00008754,91046,2018-03-25 12:18:00.000,C,C0000504990,Sample comment
T00008755,249097,2018-03-25 12:18:00.000,C,C0000507709,Sample comment
T00008756,123066,2018-03-25 12:18:00.000,C,C0000506557,Sample comment
T00008757,186371,2018-03-25 13:16:00.000,C,C0000507256,Sample comment
T00008758,122331,2018-03-25 13:16:00.000,C,C0000506521,Sample comment
T00008759,90311,2018-03-25 13:16:00.000,C,C0000504952,Sample comment
T00008760,87808,2018-03-25 19:26:00.000,C,C0000504838,Sample comment
T00008761,119828,2018-03-25 19:26:00.000,C,C0000506406,Sample comment
T00008762,116327,2018-03-25 19:28:00.000,C,C0000506269,Sample comment
T00008763,84307,2018-03-25 19:28:00.000,C,C0000504696,Sample comment
T00008764,123039,2018-03-25 19:46:00.000,W,W0000202384,Sample comment
T00008765,155059,2018-03-25 19:46:00.000,W,W0000202385,Sample comment
T00008766,249070,2018-03-25 19:46:00.000,W,W0000202386,Sample comment
T00008767,91019,2018-03-25 19:46:00.000,W,W0000202383,Sample comment
T00008768,123039,2018-03-25 19:48:00.000,C,C0000506554,Sample comment
T00008769,187079,2018-03-25 19:48:00.000,C,C0000507262,Sample comment
T00008770,91019,2018-03-25 19:48:00.000,C,C0000504987,Sample comment
T00008771,127330,2018-03-25 19:48:00.000,C,C0000506794,Sample comment
T00008772,217099,2018-03-25 19:48:00.000,C,C0000507475,Sample comment
T00008773,95310,2018-03-25 19:48:00.000,C,C0000505225,Sample comment
T00008774,68126,2018-03-25 19:58:00.000,C,C0000503887,Sample comment
T00008775,100146,2018-03-25 19:58:00.000,C,C0000505459,Sample comment
T00008776,231637,2018-03-25 20:36:00.000,C,C0000507583,Sample comment
T00008777,105606,2018-03-25 20:36:00.000,C,C0000505701,Sample comment
T00008778,199666,2018-03-25 20:36:00.000,C,C0000507363,Sample comment
T00008779,73586,2018-03-25 20:36:00.000,C,C0000504136,Sample comment
T00008780,190255,2018-03-25 20:48:00.000,C,C0000507287,Sample comment
T00008781,94195,2018-03-25 20:48:00.000,C,C0000505173,Sample comment
T00008782,126215,2018-03-25 20:48:00.000,C,C0000506739,Sample comment
T00008783,66927,2018-03-25 22:30:00.000,W,W0000202416,Sample comment
T00008784,98947,2018-03-25 22:30:00.000,W,W0000202417,Sample comment
T00008785,193007,2018-03-25 22:39:00.000,C,C0000507325,Sample comment
T00008786,98947,2018-03-25 22:39:00.000,C,C0000505418,Sample comment
T00008787,66927,2018-03-25 22:39:00.000,C,C0000503833,Sample comment
T00008788,106304,2018-03-26 00:01:00.000,W,W0000202438,Sample comment
T00008789,232335,2018-03-26 00:03:00.000,C,C0000507592,Sample comment
T00008790,106304,2018-03-26 00:03:00.000,C,C0000505741,Sample comment
T00008791,138324,2018-03-26 00:03:00.000,C,C0000506909,Sample comment
T00008792,200364,2018-03-26 00:03:00.000,C,C0000507370,Sample comment
T00008793,217202,2018-03-26 01:30:00.000,W,W0000202455,Sample comment
T00008794,91122,2018-03-26 01:30:00.000,W,W0000202452,Sample comment
T00008795,123142,2018-03-26 01:30:00.000,W,W0000202453,Sample comment
T00008796,187182,2018-03-26 01:30:00.000,W,W0000202454,Sample comment
T00008797,241319,2018-03-26 01:31:00.000,W,W0000202459,Sample comment
T00008798,115288,2018-03-26 01:31:00.000,W,W0000202458,Sample comment
T00008799,1100072,2018-03-26 01:31:00.000,W,W0000202460,Sample comment
T00008800,91122,2018-03-26 01:39:00.000,C,C0000504994,Sample comment
T00008801,123142,2018-03-26 01:39:00.000,C,C0000506564,Sample comment
T00008802,73562,2018-03-26 01:57:00.000,C,C0000504132,Sample comment
T00008803,105582,2018-03-26 01:57:00.000,C,C0000505699,Sample comment
T00008804,107707,2018-03-26 02:13:00.000,C,C0000505804,Sample comment
T00008805,233738,2018-03-26 02:13:00.000,C,C0000507607,Sample comment
T00008806,107707,2018-03-26 02:16:00.000,W,W0000202468,Sample comment
T00008807,101556,2018-03-26 02:40:00.000,W,W0000202471,Sample comment
T00008808,69536,2018-03-26 02:40:00.000,W,W0000202470,Sample comment
T00008809,133576,2018-03-26 02:40:00.000,W,W0000202472,Sample comment
T00008810,165596,2018-03-26 02:47:00.000,C,C0000507122,Sample comment
T00008811,69536,2018-03-26 02:47:00.000,C,C0000503954,Sample comment
T00008812,101556,2018-03-26 02:47:00.000,C,C0000505528,Sample comment
T00008813,112097,2018-03-26 04:18:00.000,C,C0000506054,Sample comment
T00008814,211629,2018-03-26 04:22:00.000,C,C0000507447,Sample comment
T00008815,181609,2018-03-26 04:22:00.000,C,C0000507230,Sample comment
T00008816,117569,2018-03-26 04:22:00.000,C,C0000506320,Sample comment
T00008817,243600,2018-03-26 04:22:00.000,C,C0000507676,Sample comment
T00008818,85549,2018-03-26 04:22:00.000,C,C0000504757,Sample comment
T00008819,84244,2018-03-26 05:48:00.000,C,C0000504693,Sample comment
T00008820,116264,2018-03-26 05:48:00.000,C,C0000506267,Sample comment
T00008821,105816,2018-03-26 10:28:00.000,W,W0000202521,Sample comment
T00008822,73796,2018-03-26 10:28:00.000,W,W0000202520,Sample comment
T00008823,105816,2018-03-26 10:29:00.000,C,C0000505719,Sample comment
T00008824,73796,2018-03-26 10:29:00.000,C,C0000504154,Sample comment
T00008825,111337,2018-03-26 11:04:00.000,C,C0000506001,Sample comment
T00008826,175377,2018-03-26 11:04:00.000,C,C0000507189,Sample comment
T00008827,205397,2018-03-26 11:04:00.000,C,C0000507409,Sample comment
T00008828,148974,2018-03-26 12:46:00.000,C,C0000506997,Sample comment
T00008829,116954,2018-03-26 12:46:00.000,C,C0000506297,Sample comment
T00008830,84934,2018-03-26 12:46:00.000,C,C0000504728,Sample comment
T00008831,111789,2018-03-26 12:56:00.000,C,C0000506045,Sample comment
T00008832,175829,2018-03-26 12:56:00.000,C,C0000507195,Sample comment
T00008833,246685,2018-03-26 13:12:00.000,C,C0000507690,Sample comment
T00008834,88634,2018-03-26 13:12:00.000,C,C0000504874,Sample comment
T00008835,214714,2018-03-26 13:12:00.000,C,C0000507458,Sample comment
T00008836,120654,2018-03-26 13:12:00.000,C,C0000506443,Sample comment
T00008837,238432,2018-03-26 13:52:00.000,W,W0000202552,Sample comment
T00008838,112401,2018-03-26 13:52:00.000,W,W0000202551,Sample comment
T00008839,72191,2018-03-26 14:37:00.000,W,W0000202561,Sample comment
T00008840,104211,2018-03-26 14:37:00.000,W,W0000202562,Sample comment
T00008841,112449,2018-03-26 15:06:00.000,W,W0000202579,Sample comment
T00008842,112449,2018-03-26 15:09:00.000,C,C0000506073,Sample comment
T00008843,144469,2018-03-26 15:09:00.000,C,C0000506955,Sample comment
T00008844,101648,2018-03-26 16:16:00.000,W,W0000202587,Sample comment
T00008845,195708,2018-03-26 16:16:00.000,W,W0000202588,Sample comment
T00008846,69628,2018-03-26 16:16:00.000,W,W0000202586,Sample comment
T00008847,91399,2018-03-26 16:49:00.000,C,C0000505024,Sample comment
T00008848,123419,2018-03-26 16:49:00.000,C,C0000506592,Sample comment
T00008849,136567,2018-03-26 19:37:00.000,C,C0000506891,Sample comment
T00008850,104547,2018-03-26 19:37:00.000,C,C0000505659,Sample comment
T00008851,72527,2018-03-26 19:37:00.000,C,C0000504087,Sample comment
T00008852,254084,2018-03-26 20:10:00.000,W,W0000202613,Sample comment
T00008853,128053,2018-03-26 20:10:00.000,W,W0000202612,Sample comment
T00008854,96033,2018-03-26 20:10:00.000,W,W0000202611,Sample comment
T00008855,208080,2018-03-26 20:58:00.000,C,C0000507428,Sample comment
T00008856,114020,2018-03-26 20:58:00.000,C,C0000506147,Sample comment
T00008857,105956,2018-03-26 21:07:00.000,W,W0000202618,Sample comment
T00008858,169996,2018-03-26 21:07:00.000,W,W0000202619,Sample comment
T00008859,73936,2018-03-26 21:07:00.000,W,W0000202617,Sample comment
T00008860,73936,2018-03-26 21:11:00.000,C,C0000504159,Sample comment
T00008861,105956,2018-03-26 21:11:00.000,C,C0000505725,Sample comment
T00008862,169996,2018-03-26 21:11:00.000,C,C0000507147,Sample comment
T00008863,106639,2018-03-27 00:45:00.000,C,C0000505759,Sample comment
T00008864,94852,2018-03-27 01:36:00.000,W,W0000202671,Sample comment
T00008865,126872,2018-03-27 01:36:00.000,W,W0000202672,Sample comment
T00008866,220932,2018-03-27 01:45:00.000,C,C0000507505,Sample comment
T00008867,126872,2018-03-27 01:45:00.000,C,C0000506766,Sample comment
T00008868,94852,2018-03-27 01:45:00.000,C,C0000505202,Sample comment
T00008869,113817,2018-03-27 04:21:00.000,W,W0000202680,Sample comment
T00008870,207877,2018-03-27 04:21:00.000,W,W0000202681,Sample comment
T00008871,113817,2018-03-27 04:31:00.000,C,C0000506139,Sample comment
T00008872,239848,2018-03-27 04:31:00.000,C,C0000507649,Sample comment
T00008873,145837,2018-03-27 04:31:00.000,C,C0000506965,Sample comment
T00008874,103565,2018-03-27 05:29:00.000,C,C0000505614,Sample comment
T00008875,71545,2018-03-27 05:29:00.000,C,C0000504041,Sample comment
T00008876,113645,2018-03-27 06:07:00.000,W,W0000202693,Sample comment
T00008877,89549,2018-03-27 07:56:00.000,C,C0000504915,Sample comment
T00008878,121569,2018-03-27 07:56:00.000,C,C0000506488,Sample comment
T00008879,121569,2018-03-27 08:15:00.000,W,W0000202723,Sample comment
T00008880,89549,2018-03-27 08:15:00.000,W,W0000202722,Sample comment
T00008881,185609,2018-03-27 08:15:00.000,W,W0000202724,Sample comment
T00008882,86656,2018-03-27 09:24:00.000,C,C0000504802,Sample comment
T00008883,118676,2018-03-27 09:24:00.000,C,C0000506365,Sample comment
T00008884,185786,2018-03-27 09:31:00.000,W,W0000202733,Sample comment
T00008885,215806,2018-03-27 09:31:00.000,W,W0000202734,Sample comment
T00008886,247777,2018-03-27 09:31:00.000,W,W0000202735,Sample comment
T00008887,121746,2018-03-27 09:31:00.000,W,W0000202732,Sample comment
T00008888,89726,2018-03-27 09:31:00.000,W,W0000202731,Sample comment
T00008889,84998,2018-03-27 10:51:00.000,W,W0000202778,Sample comment
T00008890,117018,2018-03-27 10:51:00.000,W,W0000202779,Sample comment
T00008891,181058,2018-03-27 10:51:00.000,W,W0000202780,Sample comment
T00008892,117018,2018-03-27 10:55:00.000,C,C0000506299,Sample comment
T00008893,243049,2018-03-27 10:55:00.000,C,C0000507673,Sample comment
T00008894,84998,2018-03-27 10:55:00.000,C,C0000504729,Sample comment
T00008895,196560,2018-03-27 10:58:00.000,C,C0000507346,Sample comment
T00008896,70480,2018-03-27 10:58:00.000,C,C0000504002,Sample comment
T00008897,102500,2018-03-27 10:58:00.000,C,C0000505574,Sample comment
T00008898,166540,2018-03-27 10:58:00.000,C,C0000507128,Sample comment
T00008899,204566,2018-03-27 13:42:00.000,C,C0000507401,Sample comment
T00008900,142526,2018-03-27 13:42:00.000,C,C0000506938,Sample comment
T00008901,110506,2018-03-27 13:42:00.000,C,C0000505942,Sample comment
T00008902,98005,2018-03-27 14:26:00.000,W,W0000202797,Sample comment
T00008903,130025,2018-03-27 14:26:00.000,W,W0000202798,Sample comment
T00008904,1100129,2018-03-27 14:26:00.000,W,W0000202800,Sample comment
T00008905,224036,2018-03-27 14:26:00.000,W,W0000202799,Sample comment
T00008906,204795,2018-03-27 16:54:00.000,W,W0000202821,Sample comment
T00008907,236766,2018-03-27 16:54:00.000,W,W0000202822,Sample comment
T00008908,110735,2018-03-27 16:54:00.000,W,W0000202819,Sample comment
T00008909,174775,2018-03-27 16:54:00.000,W,W0000202820,Sample comment
T00008910,88634,2018-03-27 19:13:00.000,W,W0000202834,Sample comment
T00008911,120654,2018-03-27 19:13:00.000,W,W0000202836,Sample comment
T00008912,68117,2018-03-27 19:42:00.000,C,C0000503884,Sample comment
T00008913,100137,2018-03-27 19:42:00.000,C,C0000505457,Sample comment
T00008914,99982,2018-03-27 20:08:00.000,W,W0000202846,Sample comment
T00008915,67962,2018-03-27 20:08:00.000,W,W0000202845,Sample comment
T00008916,210001,2018-03-27 20:22:00.000,W,W0000202858,Sample comment
T00008917,1100043,2018-03-27 20:22:00.000,W,W0000202860,Sample comment
T00008918,115941,2018-03-27 20:22:00.000,W,W0000202855,Sample comment
T00008919,147961,2018-03-27 20:29:00.000,C,C0000506989,Sample comment
T00008920,115941,2018-03-27 20:29:00.000,C,C0000506245,Sample comment
T00008921,1100043,2018-03-27 20:29:00.000,C,C0000507766,Sample comment
T00008922,179981,2018-03-27 20:29:00.000,C,C0000507222,Sample comment
T00008923,89416,2018-03-27 20:32:00.000,W,W0000202868,Sample comment
T00008924,121436,2018-03-27 20:32:00.000,W,W0000202869,Sample comment
T00008925,185476,2018-03-27 20:32:00.000,W,W0000202870,Sample comment
T00008926,126364,2018-03-27 21:18:00.000,W,W0000202881,Sample comment
T00008927,94344,2018-03-27 21:18:00.000,W,W0000202880,Sample comment
T00008928,158384,2018-03-27 21:18:00.000,W,W0000202882,Sample comment
T00008929,220424,2018-03-27 21:18:00.000,W,W0000202883,Sample comment
T00008930,116264,2018-03-27 21:43:00.000,W,W0000202896,Sample comment
T00008931,84244,2018-03-27 21:43:00.000,W,W0000202895,Sample comment
T00008932,90311,2018-03-27 22:42:00.000,W,W0000202899,Sample comment
T00008933,248362,2018-03-27 22:42:00.000,W,W0000202902,Sample comment
T00008934,122331,2018-03-27 22:42:00.000,W,W0000202900,Sample comment
T00008935,216391,2018-03-27 22:42:00.000,W,W0000202901,Sample comment
T00008936,107696,2018-03-27 22:47:00.000,C,C0000505803,Sample comment
T00008937,139716,2018-03-27 22:47:00.000,C,C0000506922,Sample comment
T00008938,171736,2018-03-27 22:47:00.000,C,C0000507158,Sample comment
T00008939,105003,2018-03-27 22:57:00.000,C,C0000505683,Sample comment
T00008940,72983,2018-03-27 22:57:00.000,C,C0000504105,Sample comment
T00008941,112737,2018-03-27 23:08:00.000,W,W0000202915,Sample comment
T00008942,126994,2018-03-27 23:09:00.000,C,C0000506773,Sample comment
T00008943,94974,2018-03-27 23:09:00.000,C,C0000505206,Sample comment
T00008944,159014,2018-03-27 23:09:00.000,C,C0000507075,Sample comment
T00008945,126994,2018-03-27 23:12:00.000,W,W0000202924,Sample comment
T00008946,159014,2018-03-27 23:12:00.000,W,W0000202925,Sample comment
T00008947,94974,2018-03-27 23:12:00.000,W,W0000202923,Sample comment
T00008948,112737,2018-03-27 23:20:00.000,C,C0000506085,Sample comment
T00008949,101753,2018-03-28 01:08:00.000,W,W0000202948,Sample comment
T00008950,165793,2018-03-28 01:08:00.000,W,W0000202949,Sample comment
T00008951,69733,2018-03-28 01:08:00.000,W,W0000202947,Sample comment
T00008952,165688,2018-03-28 01:46:00.000,C,C0000507123,Sample comment
T00008953,69628,2018-03-28 01:46:00.000,C,C0000503959,Sample comment
T00008954,101648,2018-03-28 01:46:00.000,C,C0000505536,Sample comment
T00008955,213795,2018-03-28 03:35:00.000,W,W0000202982,Sample comment
T00008956,87715,2018-03-28 03:35:00.000,W,W0000202979,Sample comment
T00008957,183775,2018-03-28 03:35:00.000,W,W0000202981,Sample comment
T00008958,119735,2018-03-28 03:35:00.000,W,W0000202980,Sample comment
T00008959,245766,2018-03-28 03:35:00.000,W,W0000202983,Sample comment
T00008960,87715,2018-03-28 03:36:00.000,C,C0000504831,Sample comment
T00008961,119735,2018-03-28 03:36:00.000,C,C0000506397,Sample comment
T00008962,97943,2018-03-28 04:28:00.000,W,W0000202985,Sample comment
T00008963,129963,2018-03-28 04:28:00.000,W,W0000202986,Sample comment
T00008964,192003,2018-03-28 04:28:00.000,W,W0000202987,Sample comment
T00008965,1100099,2018-03-28 04:28:00.000,W,W0000202989,Sample comment
T00008966,161542,2018-03-28 04:45:00.000,C,C0000507095,Sample comment
T00008967,97502,2018-03-28 04:45:00.000,C,C0000505340,Sample comment
T00008968,210468,2018-03-28 05:28:00.000,C,C0000507439,Sample comment
T00008969,116408,2018-03-28 05:28:00.000,C,C0000506273,Sample comment
T00008970,84388,2018-03-28 05:28:00.000,C,C0000504703,Sample comment
T00008971,119129,2018-03-28 06:23:00.000,C,C0000506383,Sample comment
T00008972,87109,2018-03-28 06:23:00.000,C,C0000504821,Sample comment
T00008973,119129,2018-03-28 06:29:00.000,W,W0000203000,Sample comment
T00008974,87109,2018-03-28 06:29:00.000,W,W0000202999,Sample comment
T00008975,117424,2018-03-28 07:57:00.000,C,C0000506314,Sample comment
T00008976,85404,2018-03-28 07:57:00.000,C,C0000504748,Sample comment
T00008977,117424,2018-03-28 08:06:00.000,W,W0000203009,Sample comment
T00008978,149444,2018-03-28 08:06:00.000,W,W0000203010,Sample comment
T00008979,85404,2018-03-28 08:06:00.000,W,W0000203008,Sample comment
T00008980,243455,2018-03-28 08:06:00.000,W,W0000203011,Sample comment
T00008981,68786,2018-03-28 08:25:00.000,W,W0000203029,Sample comment
T00008982,100806,2018-03-28 08:25:00.000,W,W0000203030,Sample comment
T00008983,100806,2018-03-28 08:28:00.000,C,C0000505491,Sample comment
T00008984,68786,2018-03-28 08:28:00.000,C,C0000503917,Sample comment
T00008985,93584,2018-03-28 10:52:00.000,C,C0000505130,Sample comment
T00008986,219664,2018-03-28 10:52:00.000,C,C0000507493,Sample comment
T00008987,125604,2018-03-28 10:52:00.000,C,C0000506692,Sample comment
T00008988,108699,2018-03-28 14:12:00.000,W,W0000203044,Sample comment
T00008989,107991,2018-03-28 15:34:00.000,W,W0000203052,Sample comment
T00008990,114441,2018-03-28 15:43:00.000,C,C0000506169,Sample comment
T00008991,178481,2018-03-28 15:43:00.000,C,C0000507214,Sample comment
T00008992,146461,2018-03-28 15:43:00.000,C,C0000506972,Sample comment
T00008993,69783,2018-03-28 16:22:00.000,C,C0000503972,Sample comment
T00008994,101803,2018-03-28 16:22:00.000,C,C0000505546,Sample comment
T00008995,64267,2018-03-28 19:19:00.000,W,W0000203094,Sample comment
T00008996,96287,2018-03-28 19:19:00.000,W,W0000203095,Sample comment
T00008997,71738,2018-03-28 19:40:00.000,W,W0000203098,Sample comment
T00008998,229789,2018-03-28 19:40:00.000,W,W0000203101,Sample comment
T00008999,103758,2018-03-28 19:40:00.000,W,W0000203099,Sample comment
T00009000,135778,2018-03-28 19:40:00.000,W,W0000203100,Sample comment
T00009001,110506,2018-03-28 19:47:00.000,W,W0000203108,Sample comment
T00009002,68255,2018-03-28 22:20:00.000,W,W0000203128,Sample comment
T00009003,100275,2018-03-28 22:20:00.000,W,W0000203129,Sample comment
T00009004,132295,2018-03-28 22:20:00.000,W,W0000203130,Sample comment
T00009005,70480,2018-03-28 23:25:00.000,W,W0000203137,Sample comment
T00009006,166540,2018-03-28 23:25:00.000,W,W0000203139,Sample comment
T00009007,102500,2018-03-28 23:25:00.000,W,W0000203138,Sample comment
T00009008,110573,2018-03-29 00:05:00.000,W,W0000203142,Sample comment
T00009009,93238,2018-03-29 00:31:00.000,W,W0000203154,Sample comment
T00009010,125258,2018-03-29 00:31:00.000,W,W0000203155,Sample comment
T00009011,111789,2018-03-29 03:33:00.000,W,W0000203166,Sample comment
T00009012,175829,2018-03-29 03:33:00.000,W,W0000203167,Sample comment
T00009013,109000,2018-03-29 05:39:00.000,W,W0000203173,Sample comment
T00009014,203060,2018-03-29 05:39:00.000,W,W0000203174,Sample comment
T00009015,113283,2018-03-29 05:40:00.000,W,W0000203175,Sample comment
T00009016,1100129,2018-03-29 05:45:00.000,C,C0000507874,Sample comment
T00009017,98005,2018-03-29 05:45:00.000,C,C0000505377,Sample comment
T00009018,154881,2018-03-29 06:41:00.000,W,W0000203202,Sample comment
T00009019,122861,2018-03-29 06:41:00.000,W,W0000203201,Sample comment
T00009020,90841,2018-03-29 06:41:00.000,W,W0000203200,Sample comment
T00009021,1100028,2018-03-29 08:09:00.000,W,W0000203217,Sample comment
T00009022,98042,2018-03-29 08:09:00.000,W,W0000203215,Sample comment
T00009023,192102,2018-03-29 08:09:00.000,W,W0000203216,Sample comment
T00009024,91046,2018-03-29 10:35:00.000,W,W0000203232,Sample comment
T00009025,123066,2018-03-29 10:35:00.000,W,W0000203233,Sample comment
T00009026,249097,2018-03-29 10:35:00.000,W,W0000203234,Sample comment
T00009027,116408,2018-03-29 11:37:00.000,W,W0000203242,Sample comment
T00009028,84388,2018-03-29 11:37:00.000,W,W0000203241,Sample comment
T00009029,91305,2018-03-29 12:44:00.000,C,C0000505010,Sample comment
