Policy_id,Customer_id,Policy_State,Policy_Premium_Amt,auto_make,auto_model,Policy_start_date,Policy_end_date
953339,7760374,IN  ,1228,Volkswagen,Jetta,2006-06-03,2007-06-03
113521,2294600,IL  ,1242,Ford,Fusion,1991-04-13,1992-04-13
367460,8597243,IL  ,1683,Accura,RSX,2015-12-06,2020-12-06
221854,1394264,OH  ,1181,Jeep,Grand Cherokee,1994-10-03,1995-10-03
475593,8456747,IL  ,1184,Ford,Fusion,1997-03-21,1998-03-21
594788,8480088,IL  ,1449,Honda,Civic,2018-06-30,2023-06-30
868036,2941750,OH  ,962,Saab,92x,1990-12-24,1991-12-24
836354,8703627,IL  ,1603,Chevrolet,Tahoe,2019-11-01,2024-11-01
582485,5915645,IL  ,1237,Chevrolet,Tahoe,1992-02-07,1993-02-07
999440,5489101,OH  ,1141,Nissan,Ultima,2008-07-01,2009-07-01
955953,4793324,IL  ,1403,Ford,Escape,2015-01-18,9999-12-31
385932,2018601,IL  ,1268,Volkswagen,Jetta,1992-04-28,1993-04-28
979544,6313234,IL  ,1404,Volkswagen,Passat,2015-04-21,2020-04-21
315631,8266476,IN  ,1231,Dodge,RAM,1999-04-09,2000-04-09
369786,2645288,IL  ,1316,Saab,93,2017-11-25,2022-11-25
445699,2956033,IL  ,1243,Nissan,Pathfinder,2004-11-24,2005-11-24
283419,1332853,IN  ,1257,Volkswagen,Passat,1992-06-28,1993-06-28
516964,8833247,IL  ,1558,Jeep,Wrangler,2010-11-01,2011-11-01
863754,5541910,IN  ,1315,Nissan,Pathfinder,2010-06-05,2011-06-05
575000,3464742,OH  ,1053,Saab,93,2012-06-23,2013-06-23
490601,6986977,IL  ,1248,Nissan,Ultima,2011-08-04,2012-08-04
371635,8217553,OH  ,1086,Suburu,Legacy,1991-10-13,1992-10-13
941812,5620186,OH  ,1269,Accura,TL,2011-12-25,2012-12-25
515698,5867642,IN  ,1097,Accura,TL,1997-08-05,1998-08-05
865201,1688968,OH  ,1140,Suburu,Legacy,2001-10-19,2002-10-19
806086,6548681,IL  ,1325,Mercedes,ML350,2011-08-01,2012-08-01
536052,1651747,OH  ,1218,Saab,95,2006-04-21,2007-04-21
171147,7478283,IL  ,814,Honda,Accord,2016-08-29,2021-08-29
407958,2765166,IL  ,1063,Dodge,Neon,1991-07-20,1992-07-20
369048,8120451,IL  ,1577,Dodge,RAM,2012-06-05,2017-06-05
533940,4585664,IL  ,1406,Audi,A5,2012-11-18,2017-11-18
756059,3364079,IL  ,1248,BMW,X5,1992-12-06,1993-12-06
669809,4445644,OH  ,1722,Jeep,Wrangler,2002-04-05,2003-04-05
573572,4347167,IL  ,1429,Toyota,Camry,1991-06-16,1992-06-16
866810,5115561,OH  ,1132,Audi,A5,1996-06-13,1997-06-13
743097,1516607,OH  ,1375,Mercedes,E400,2014-05-11,2015-05-11
311788,6876082,OH  ,1283,Ford,Escape,2005-08-25,2006-08-25
235869,8053041,IL  ,1289,Mercedes,ML350,2012-01-22,2017-01-22
957821,8445947,IL  ,1243,Suburu,Legacy,2013-02-26,2014-02-26
951863,8398743,OH  ,1270,Jeep,Wrangler,1997-10-28,1998-10-28
137680,8971909,IL  ,1886,Volkswagen,Passat,2013-06-03,2014-06-03
591274,8108806,IN  ,1722,Honda,Civic,1999-07-09,2000-07-09
427204,1791348,IL  ,1297,BMW,3 Series,2011-04-01,2012-04-01
337682,7825855,OH  ,1487,BMW,3 Series,2009-01-20,2010-01-20
357954,8676609,OH  ,904,Honda,CRV,2006-11-24,2007-11-24
787351,5940419,IL  ,1730,Saab,95,2013-04-28,2014-04-28
425978,8773170,IN  ,1279,Volkswagen,Jetta,2003-08-11,2004-08-11
631570,6448073,IN  ,1211,BMW,M5,1998-01-14,1999-01-14
944958,3411801,OH  ,1590,Toyota,Corolla,1996-06-07,1997-06-07
662261,8823416,IL  ,1911,Saab,92x,1996-05-13,1997-05-13
783494,2271599,OH  ,1537,Chevrolet,Silverado,2014-09-02,2015-09-02
722747,5900891,IL  ,1582,Suburu,Forrestor,2017-09-02,2022-09-02
457193,3751410,IL  ,1390,Dodge,RAM,1994-10-01,1995-10-01
291011,8310100,IN  ,1001,Chevrolet,Tahoe,1990-11-16,1991-11-16
672421,3545979,IN  ,1425,Ford,Fusion,2013-10-20,2014-10-20
618682,7642549,IN  ,1421,Ford,F150,2000-03-04,2001-03-04
651861,5646069,IL  ,1146,Chevrolet,Silverado,2017-01-07,2022-01-07
500389,8723540,IL  ,1291,Audi,A5,2014-06-18,2015-06-18
212585,8369854,IL  ,1694,Saab,95,2016-01-05,9999-12-31
395274,3619975,IL  ,1372,BMW,X5,2019-05-02,9999-12-31
936638,4895406,OH  ,1459,Jeep,Wrangler,1995-05-20,1996-05-20
582973,8045031,IN  ,765,Honda,Accord,2008-06-11,2009-06-11
596790,4781149,IL  ,1204,Accura,TL,2015-09-04,9999-12-31
143043,4281723,OH  ,845,Ford,F150,2015-03-17,2016-03-17
373736,3105861,IL  ,1276,BMW,3 Series,2013-06-24,2014-06-24
982678,1754267,OH  ,1452,Audi,A5,2006-07-19,2007-07-19
766198,2817075,OH  ,1238,Ford,F150,2012-01-31,2013-01-31
605100,4042300,IL  ,1042,Mercedes,C300,2001-02-15,2002-02-15
336052,7958491,OH  ,1314,Suburu,Forrestor,2003-10-21,2004-10-21
890285,1475275,OH  ,1357,Mercedes,E400,2010-07-24,2011-07-24
227816,4850512,IL  ,1465,Chevrolet,Tahoe,1990-11-25,1991-11-25
998870,7273220,IL  ,1840,Dodge,Neon,2016-06-05,2021-06-05
390256,7057456,IN  ,1200,Volkswagen,Jetta,2009-11-25,2010-11-25
254837,7048705,IN  ,1055,Ford,Fusion,2004-11-25,2005-11-25
367460,8597243,IL  ,1733,Accura,RSX,2020-12-06,2025-12-06
833326,6746525,IN  ,1455,Volkswagen,Passat,2010-09-01,2011-09-01
498145,8890073,IN  ,819,Audi,A3,1997-11-15,1998-11-15
594788,8480088,IL  ,1499,Honda,Civic,2023-06-30,9999-12-31
531160,1905692,IL  ,1006,Suburu,Legacy,2012-01-12,2013-01-12
836354,8703627,IL  ,1603,Chevrolet,Tahoe,2019-11-01,9999-12-31
264226,1681345,IL  ,1293,Toyota,Corolla,2015-01-28,2016-01-28
143977,8084739,IN  ,1525,Nissan,Pathfinder,1993-02-02,1994-02-02
955953,4793324,IL  ,1453,Ford,Escape,2020-01-18,9999-12-31
632632,5940014,OH  ,1175,Saab,95,1991-04-07,1992-04-07
979544,6313234,IL  ,1454,Volkswagen,Passat,2020-04-21,2025-04-21
918634,6222411,IL  ,1372,BMW,X5,2001-04-03,2002-04-03
369786,2645288,IL  ,1366,Saab,93,2022-11-25,9999-12-31
615052,5693417,IN  ,1436,Accura,TL,2003-05-20,2004-05-20
211578,7473327,IL  ,1236,Dodge,Neon,1996-01-04,1997-01-04
516964,8833247,IL  ,1608,Jeep,Wrangler,2011-11-01,2016-11-01
118142,3304043,OH  ,1288,Saab,95,1998-08-10,1999-08-10
427484,5798176,OH  ,1620,Toyota,Corolla,1994-01-08,1995-01-08
490601,6986977,IL  ,1248,Nissan,Ultima,2011-08-04,2012-08-04
419515,3268926,OH  ,1422,Suburu,Forrestor,1995-05-11,1996-05-11
193447,6241863,IL  ,1524,Saab,95,1997-02-05,1998-02-05
563883,7431087,IN  ,1006,Saab,92x,2003-01-16,2004-01-16
439049,3699074,IN  ,1022,Audi,A3,2011-12-12,2012-12-12
806086,6548681,IL  ,1375,Mercedes,ML350,2012-08-01,2017-08-01
927210,3145120,IL  ,1089,Chevrolet,Tahoe,2012-06-16,2013-06-16
171147,7478283,IL  ,864,Honda,Accord,2021-08-29,9999-12-31
976913,6406981,IL  ,950,BMW,3 Series,2013-06-30,2014-06-30
369048,8120451,IL  ,1577,Dodge,RAM,2012-06-05,2017-06-05
533940,4585664,IL  ,1456,Audi,A5,2017-11-18,2022-11-18
884365,8240777,IN  ,1423,Chevrolet,Malibu,1994-05-17,1995-05-17
973546,5111153,OH  ,1493,Mercedes,E400,2007-03-14,2008-03-14
898578,8895864,IN  ,1778,Suburu,Legacy,1993-02-07,1994-02-07
357399,4295705,IL  ,835,Audi,A5,2008-11-09,2009-11-09
395577,3677491,IL  ,1451,Audi,A5,1999-09-30,2000-09-30
602709,7884798,OH  ,1239,Jeep,Wrangler,2012-03-27,2013-03-27
235869,8053041,IL  ,1339,Mercedes,ML350,2017-01-22,2022-01-22
957821,8445947,IL  ,1293,Suburu,Legacy,2014-02-26,2019-02-26
261124,3906309,IL  ,982,Audi,A3,1997-09-21,1998-09-21
137680,8971909,IL  ,1886,Volkswagen,Passat,2013-06-03,2014-06-03
831673,3772902,OH  ,1705,Audi,A3,1996-10-10,1997-10-10
427204,1791348,IL  ,1297,BMW,3 Series,2011-04-01,2012-04-01
374550,6537133,IN  ,714,Dodge,RAM,2006-02-28,2007-02-28
144328,2663540,IN  ,935,Chevrolet,Malibu,2002-03-14,2003-03-14
787351,5940419,IL  ,1780,Saab,95,2014-04-28,2019-04-28
175177,7647546,IL  ,1405,BMW,X6,2004-04-15,2005-04-15
110127,6798974,IN  ,1256,Audi,A3,2002-10-02,2003-10-02
330506,1913287,OH  ,1422,Nissan,Ultima,1995-09-19,1996-09-19
485665,8053356,IL  ,1442,Toyota,Camry,1997-02-05,1998-02-05
589749,3989492,IN  ,1197,Suburu,Legacy,2006-05-14,2007-05-14
722747,5900891,IL  ,1632,Suburu,Forrestor,2022-09-02,9999-12-31
831484,1734625,IL  ,1037,Saab,93,2000-12-04,2001-12-04
896895,7270069,IL  ,1092,Saab,93,1996-12-04,1997-12-04
795852,5970917,IL  ,1491,Nissan,Maxima,1996-06-17,1997-06-17
876680,6587965,OH  ,1118,Saab,95,2012-05-10,2013-05-10
651861,5646069,IL  ,1196,Chevrolet,Silverado,2022-01-07,9999-12-31
500389,8723540,IL  ,1291,Audi,A5,2014-06-18,2015-06-18
212585,8369854,IL  ,1744,Saab,95,2021-01-05,9999-12-31
395274,3619975,IL  ,1372,BMW,X5,2019-05-02,9999-12-31
991553,7626771,OH  ,920,Mercedes,C300,1991-12-12,1992-12-12
521694,5522071,IL  ,836,Dodge,Neon,1997-03-03,1998-03-03
596790,4781149,IL  ,1254,Accura,TL,2020-09-04,9999-12-31
277772,3321046,OH  ,1130,Nissan,Pathfinder,2010-12-28,2011-12-28
373736,3105861,IL  ,1326,BMW,3 Series,2014-06-24,2019-06-24
569250,2733855,IL  ,1289,Volkswagen,Passat,1996-06-05,1997-06-05
266247,6525076,IN  ,1482,Audi,A3,2015-01-17,2016-01-17
206009,4368127,IL  ,1331,BMW,X6,1992-03-26,1993-03-26
904191,2716059,IN  ,1158,Volkswagen,Jetta,1997-07-14,1998-07-14
497352,7938302,OH  ,1237,Saab,92x,2004-02-23,2005-02-23
206667,3667181,IL  ,974,Volkswagen,Jetta,1993-05-05,1994-05-05
998870,7273220,IL  ,1840,Dodge,Neon,2016-06-05,2021-06-05
326327,4353558,IL  ,483,Mercedes,E400,2007-08-10,2008-08-10
845751,3385865,IN  ,1533,Ford,Escape,2004-09-11,2005-09-11
367460,8597243,IL  ,1683,Accura,RSX,2015-12-06,9999-12-31
303992,6663178,IL  ,1218,Honda,Accord,1994-03-30,1995-03-30
639032,2744712,IL  ,867,Mercedes,ML350,1994-12-21,1995-12-21
679370,3462953,IL  ,1318,Dodge,Neon,1999-08-15,2000-08-15
531160,1905692,IL  ,1006,Suburu,Legacy,2012-01-12,2013-01-12
836354,8703627,IL  ,1603,Chevrolet,Tahoe,2019-11-01,9999-12-31
264226,1681345,IL  ,1293,Toyota,Corolla,2015-01-28,2016-01-28
432073,1197448,IL  ,1161,Suburu,Legacy,2007-09-09,2008-09-09
955953,4793324,IL  ,1453,Ford,Escape,2020-01-18,9999-12-31
614768,1870022,IL  ,1662,BMW,3 Series,1991-07-02,1992-07-02
979544,6313234,IL  ,1404,Volkswagen,Passat,2015-04-21,9999-12-31
246882,5740887,IL  ,969,Audi,A3,1999-09-20,2000-09-20
584859,7751665,IL  ,1558,Suburu,Impreza,1992-04-04,1993-04-04
190593,5915856,OH  ,846,Ford,F150,2002-06-09,2003-06-09
487356,8753058,IL  ,1313,Nissan,Maxima,2000-08-30,2001-08-30
516964,8833247,IL  ,1658,Jeep,Wrangler,2016-11-01,2021-11-01
942504,2421255,IL  ,1035,Volkswagen,Passat,2003-06-16,2004-06-16
426708,5625647,IL  ,1155,Ford,F150,2009-10-09,2010-10-09
490601,6986977,IL  ,1298,Nissan,Ultima,2012-08-04,2017-08-04
638155,1833332,IL  ,979,Chevrolet,Tahoe,1994-08-03,1995-08-03
634504,2494039,IL  ,1049,Chevrolet,Malibu,2001-02-26,2002-02-26
231127,3608549,IL  ,1173,Accura,TL,1995-08-29,1996-08-29
312945,2152969,IN  ,1106,Jeep,Grand Cherokee,2002-04-27,2003-04-27
806086,6548681,IL  ,1375,Mercedes,ML350,2012-08-01,2017-08-01
927210,3145120,IL  ,1089,Chevrolet,Tahoe,2012-06-16,2013-06-16
528390,3774305,IL  ,1370,Honda,CRV,1998-05-07,1999-05-07
976913,6406981,IL  ,950,BMW,3 Series,2013-06-30,2014-06-30
369048,8120451,IL  ,1627,Dodge,RAM,2017-06-05,2022-06-05
533940,4585664,IL  ,1506,Audi,A5,2022-11-18,9999-12-31
543615,4351051,OH  ,1303,Ford,F150,2002-11-26,2003-11-26
430794,5291672,OH  ,1486,Dodge,RAM,2008-01-25,2009-01-25
797636,2190800,IN  ,974,Nissan,Pathfinder,1992-05-19,1993-05-19
118241,7653997,OH  ,1698,Accura,MDX,2001-02-15,2002-02-15
435789,8367851,OH  ,1623,Suburu,Impreza,2014-01-13,2015-01-13
889888,7688942,IL  ,1715,Toyota,Camry,1999-08-03,2000-08-03
235869,8053041,IL  ,1389,Mercedes,ML350,2022-01-22,9999-12-31
957821,8445947,IL  ,1293,Suburu,Legacy,2014-02-26,2019-02-26
648402,6262240,IN  ,1160,Accura,MDX,1999-09-09,2000-09-09
137680,8971909,IL  ,1936,Volkswagen,Passat,2014-06-03,2019-06-03
153027,5366850,IN  ,1667,Jeep,Grand Cherokee,2010-03-11,2011-03-11
427204,1791348,IL  ,1347,BMW,3 Series,2012-04-01,2017-04-01
616337,1374730,IN  ,1737,BMW,X5,2012-08-30,2013-08-30
796010,4273008,OH  ,1324,Accura,MDX,2008-02-18,2009-02-18
787351,5940419,IL  ,1780,Saab,95,2014-04-28,2019-04-28
456604,1534031,IL  ,968,Suburu,Forrestor,2004-03-29,2005-03-29
148503,3601181,IN  ,1162,Volkswagen,Passat,2002-07-04,2003-07-04
908616,6529014,IL  ,954,Toyota,Corolla,2000-02-18,2001-02-18
223404,3051608,IL  ,895,Suburu,Legacy,2002-01-23,2003-01-23
621761,5250087,IN  ,1179,Suburu,Legacy,1997-10-21,1998-10-21
125324,3706979,OH  ,1712,Audi,A3,2003-09-13,2004-09-13
684193,4639347,IL  ,1128,Suburu,Impreza,2012-06-20,2013-06-20
275265,8165742,IN  ,708,Suburu,Legacy,2004-11-15,2005-11-15
753844,5838941,IN  ,1012,Mercedes,ML350,1999-07-22,2000-07-22
728491,7697396,OH  ,1615,Chevrolet,Malibu,1997-08-30,1998-08-30
552793,2744299,IL  ,1363,Audi,A3,1992-03-03,1993-03-03
500389,8723540,IL  ,1341,Audi,A5,2015-06-18,2020-06-18
212585,8369854,IL  ,1744,Saab,95,2021-01-05,9999-12-31
395274,3619975,IL  ,1422,BMW,X5,2024-05-02,9999-12-31
491175,1070238,IN  ,1462,Volkswagen,Jetta,1998-07-14,1999-07-14
935282,2278080,IL  ,1398,Toyota,Camry,2014-01-09,2015-01-09
596790,4781149,IL  ,1254,Accura,TL,2020-09-04,9999-12-31
449268,6953332,IL  ,1529,Dodge,RAM,1992-09-20,1993-09-20
373736,3105861,IL  ,1326,BMW,3 Series,2014-06-24,2019-06-24
569719,7795545,OH  ,1101,Audi,A5,2006-06-04,2007-06-04
936548,8793955,IN  ,1462,Jeep,Wrangler,2001-12-26,2002-12-26
830878,3924058,IN  ,1151,Accura,RSX,1996-11-03,1997-11-03
179543,6461176,IN  ,1174,Saab,93,2014-10-07,2015-10-07
396595,1414336,OH  ,1617,Nissan,Maxima,1998-05-07,1999-05-07
735307,1285244,IL  ,1532,Mercedes,ML350,2010-06-02,2011-06-02
998870,7273220,IL  ,1890,Dodge,Neon,2021-06-05,2026-06-05
641850,5801445,OH  ,1915,Volkswagen,Jetta,1995-09-30,1996-09-30
950542,4092770,OH  ,911,Chevrolet,Malibu,2009-04-27,2010-04-27
367460,8597243,IL  ,1733,Accura,RSX,2020-12-06,9999-12-31
438822,3957654,OH  ,1036,Honda,CRV,2008-05-16,2009-05-16
788502,2912533,OH  ,1380,BMW,X6,2014-08-31,2015-08-31
250833,7877784,IN  ,1347,Audi,A3,2008-07-28,2009-07-28
531160,1905692,IL  ,1056,Suburu,Legacy,2013-01-12,2018-01-12
836354,8703627,IL  ,1653,Chevrolet,Tahoe,2024-11-01,9999-12-31
264226,1681345,IL  ,1343,Toyota,Corolla,2016-01-28,2021-01-28
322609,8827466,OH  ,1230,Accura,MDX,2007-07-05,2008-07-05
955953,4793324,IL  ,1503,Ford,Escape,2025-01-18,9999-12-31
556080,6270079,OH  ,766,Mercedes,E400,1996-11-11,1997-11-11
979544,6313234,IL  ,1454,Volkswagen,Passat,2020-04-21,9999-12-31
133889,1592663,OH  ,1441,Jeep,Grand Cherokee,2004-06-14,2005-06-14
856153,5851817,OH  ,1255,Nissan,Ultima,2002-07-09,2003-07-09
258270,8615062,IL  ,1123,BMW,3 Series,1994-10-10,1995-10-10
542250,6735192,OH  ,1053,Ford,Fusion,1992-05-25,1993-05-25
516964,8833247,IL  ,1708,Jeep,Wrangler,2021-11-01,9999-12-31
276809,6862305,IL  ,1045,Mercedes,E400,1993-05-27,1994-05-27
744557,3502612,IN  ,1281,Jeep,Wrangler,2011-02-25,2012-02-25
490601,6986977,IL  ,1298,Nissan,Ultima,2012-08-04,2017-08-04
725330,3599312,IN  ,1469,Volkswagen,Passat,1996-07-21,1997-07-21
876699,8133175,OH  ,1099,Accura,MDX,1999-12-12,2000-12-12
571467,1095484,IN  ,1335,Dodge,RAM,1991-08-11,1992-08-11
898519,6230436,OH  ,954,Nissan,Pathfinder,2000-05-21,2001-05-21
806086,6548681,IL  ,1425,Mercedes,ML350,2017-08-01,2022-08-01
927210,3145120,IL  ,1139,Chevrolet,Tahoe,2013-06-16,2018-06-16
699049,8076896,OH  ,1316,Ford,Escape,2014-06-05,2015-06-05
976913,6406981,IL  ,1000,BMW,3 Series,2014-06-30,2019-06-30
369048,8120451,IL  ,1677,Dodge,RAM,2022-06-05,9999-12-31
596298,7671133,IN  ,1330,Suburu,Forrestor,1996-08-23,1997-08-23
682178,6958443,OH  ,1140,Toyota,Corolla,1994-12-18,1995-12-18
521597,2915608,IL  ,1404,Nissan,Pathfinder,2014-12-15,2015-12-15
553441,4500427,IL  ,1286,Nissan,Ultima,1991-12-03,1992-12-03
760179,6730726,OH  ,1427,Toyota,Highlander,2007-03-25,2008-03-25
496067,7584417,IL  ,1581,BMW,X6,1995-12-22,1996-12-22
812030,7070796,IL  ,1203,Accura,TL,2000-12-18,2001-12-18
636550,5759783,IL  ,1315,Saab,92x,2011-07-25,2012-07-25
957821,8445947,IL  ,1343,Suburu,Legacy,2019-02-26,2024-02-26
921856,3961768,IN  ,1378,Volkswagen,Passat,1993-06-07,1994-06-07
137680,8971909,IL  ,1936,Volkswagen,Passat,2014-06-03,2019-06-03
430029,8462782,IL  ,1454,Accura,MDX,2006-08-21,2007-08-21
427204,1791348,IL  ,1347,BMW,3 Series,2012-04-01,2017-04-01
217938,5857919,OH  ,847,Suburu,Impreza,1995-07-16,1996-07-16
351746,1521486,OH  ,1422,BMW,X5,1997-08-03,1998-08-03
787351,5940419,IL  ,1830,Saab,95,2019-04-28,2024-04-28
432740,3924714,IL  ,1081,Toyota,Camry,1990-10-09,1991-10-09
618659,3913477,OH  ,965,Nissan,Pathfinder,2005-10-18,2006-10-18
110148,7798267,OH  ,1659,Saab,95,1990-11-07,1991-11-07
996258,7786982,IN  ,1001,Volkswagen,Passat,2002-05-29,2003-05-29
307195,5225475,IN  ,1414,Chevrolet,Silverado,1995-10-18,1996-10-18
330119,5312834,IL  ,1125,Jeep,Wrangler,2004-06-15,2005-06-15
684193,4639347,IL  ,1128,Suburu,Impreza,2012-06-20,2013-06-20
283930,5566407,OH  ,1679,Dodge,Neon,1992-05-21,1993-05-21
302669,2347475,IL  ,1523,Jeep,Grand Cherokee,2006-06-29,2007-06-29
505321,1280462,IN  ,1271,Audi,A5,2002-12-30,2003-12-30
331600,6173751,IL  ,954,Accura,TL,2000-05-29,2001-05-29
500389,8723540,IL  ,1341,Audi,A5,2015-06-18,2020-06-18
212585,8369854,IL  ,1794,Saab,95,2026-01-05,9999-12-31
205134,3422019,IN  ,1220,Saab,93,2012-12-02,2013-12-02
287436,6959105,OH  ,1484,Saab,92x,2010-09-11,2011-09-11
935282,2278080,IL  ,1398,Toyota,Camry,2014-01-09,2015-01-09
596790,4781149,IL  ,1304,Accura,TL,2025-09-04,9999-12-31
373940,8788730,IN  ,1385,Chevrolet,Silverado,2003-08-13,2004-08-13
373736,3105861,IL  ,1376,BMW,3 Series,2019-06-24,2024-06-24
139489,4805438,IN  ,1192,Chevrolet,Silverado,2000-01-24,2001-01-24
226725,5298290,IN  ,1304,Dodge,RAM,1999-08-11,2000-08-11
498875,1815676,OH  ,1514,Suburu,Legacy,1996-10-26,1997-10-26
448961,5543864,IL  ,1475,Dodge,RAM,2006-04-30,2007-04-30
509933,7035359,OH  ,1329,Audi,A3,1996-01-25,1997-01-25
735307,1285244,IL  ,1582,Mercedes,ML350,2011-06-02,2016-06-02
998870,7273220,IL  ,1840,Dodge,Neon,2016-06-05,9999-12-31
630226,3128869,IL  ,1411,Honda,Civic,2005-12-10,2006-12-10
594988,2023297,IN  ,984,Nissan,Maxima,2007-05-06,2008-05-06
367460,8597243,IL  ,1733,Accura,RSX,2020-12-06,9999-12-31
626079,7065218,IN  ,1774,Audi,A5,1998-03-29,1999-03-29
655361,1178386,IL  ,1389,BMW,X5,1997-01-07,1998-01-07
971338,2697505,OH  ,1570,Saab,95,2004-11-04,2005-11-04
531160,1905692,IL  ,1056,Suburu,Legacy,2013-01-12,2018-01-12
298412,8075614,OH  ,1172,Ford,F150,2002-05-06,2003-05-06
264226,1681345,IL  ,1343,Toyota,Corolla,2016-01-28,2021-01-28
598124,6640287,OH  ,1301,Audi,A3,1993-09-20,1994-09-20
439833,2147008,OH  ,1307,Suburu,Legacy,2007-03-07,2008-03-07
469879,3840380,IL  ,1189,Saab,92x,2012-03-17,2013-03-17
979544,6313234,IL  ,1454,Volkswagen,Passat,2020-04-21,9999-12-31
729634,7706852,IN  ,1201,Suburu,Forrestor,1994-04-28,1995-04-28
439665,5277191,OH  ,895,Audi,A5,2003-01-11,2004-01-11
626813,3937627,OH  ,986,Toyota,Highlander,2013-04-26,2014-04-26
362407,5827662,IN  ,1264,Chevrolet,Silverado,1996-12-06,1997-12-06
272910,5138925,IN  ,1594,Saab,92x,1999-08-12,2000-08-12
113469,2676092,IN  ,1055,Jeep,Grand Cherokee,2009-10-19,2010-10-19
553565,3017437,IN  ,929,Mercedes,E400,1999-02-18,2000-02-18
490601,6986977,IL  ,1348,Nissan,Ultima,2017-08-04,2022-08-04
305763,7834563,IL  ,1085,Jeep,Wrangler,2009-09-08,2010-09-08
483093,2323352,OH  ,1345,Honda,CRV,2011-07-06,2012-07-06
994538,4086075,IL  ,1083,Jeep,Grand Cherokee,1991-11-01,1992-11-01
108270,7282501,OH  ,1446,Saab,93,2002-08-09,2003-08-09
806086,6548681,IL  ,1475,Mercedes,ML350,2022-08-01,9999-12-31
927210,3145120,IL  ,1139,Chevrolet,Tahoe,2013-06-16,2018-06-16
356768,2153692,IL  ,1006,BMW,X6,2010-03-11,2011-03-11
976913,6406981,IL  ,1000,BMW,3 Series,2014-06-30,2019-06-30
378588,2409939,OH  ,1757,Saab,93,2004-02-29,2005-02-28
810189,3863503,OH  ,1075,Dodge,Neon,1999-08-29,2000-08-29
805811,1813170,IN  ,1317,Accura,RSX,2013-07-16,2014-07-16
521597,2915608,IL  ,1404,Nissan,Pathfinder,2014-12-15,2015-12-15
745205,1180955,OH  ,1023,Dodge,Neon,1995-02-06,1996-02-06
830729,1971080,IN  ,1538,Ford,Fusion,1993-02-10,1994-02-10
720356,6581576,OH  ,1013,Suburu,Impreza,2013-09-16,2014-09-16
724752,3123579,IL  ,958,Volkswagen,Passat,2008-05-16,2009-05-16
636550,5759783,IL  ,1315,Saab,92x,2011-07-25,2012-07-25
957821,8445947,IL  ,1343,Suburu,Legacy,2019-02-26,9999-12-31
651948,5918791,IN  ,1354,Suburu,Forrestor,1994-09-28,1995-09-28
137680,8971909,IL  ,1986,Volkswagen,Passat,2019-06-03,2024-06-03
139872,2614448,IN  ,1220,Chevrolet,Silverado,2006-06-01,2007-06-01
427204,1791348,IL  ,1397,BMW,3 Series,2017-04-01,2022-04-01
663195,8305416,IL  ,1614,Jeep,Grand Cherokee,1994-08-05,1995-08-05
918516,6278874,OH  ,1383,Suburu,Impreza,2003-02-17,2004-02-17
787351,5940419,IL  ,1830,Saab,95,2019-04-28,9999-12-31
873389,1497661,IL  ,1284,BMW,M5,2004-09-10,2005-09-10
681486,3547166,IN  ,1347,Honda,Civic,2007-03-24,2008-03-24
458829,3913741,IN  ,1294,Nissan,Ultima,1996-07-06,1997-07-06
863241,5010410,IN  ,1372,Toyota,Camry,1991-03-20,1992-03-20
444040,5627099,OH  ,1574,Saab,92x,1996-11-11,1997-11-11
346940,4513632,OH  ,1166,Dodge,Neon,2002-09-13,2003-09-13
684193,4639347,IL  ,1178,Suburu,Impreza,2013-06-20,2018-06-20
514070,4632466,IN  ,1413,Accura,RSX,2009-07-04,2010-07-04
464234,5822775,IL  ,1252,Chevrolet,Malibu,2005-07-17,2006-07-17
577997,7103927,IN  ,965,Nissan,Pathfinder,2003-05-13,2004-05-13
843232,8630453,OH  ,1493,Suburu,Impreza,2008-03-28,2009-03-28
500389,8723540,IL  ,1391,Audi,A5,2020-06-18,2025-06-18
824116,8636989,IL  ,1687,Audi,A3,1998-05-05,1999-05-05
445289,8719501,IL  ,1237,Mercedes,ML350,2012-04-24,2013-04-24
243226,1934393,IL  ,1232,Jeep,Wrangler,2012-01-10,2013-01-10
935282,2278080,IL  ,1448,Toyota,Camry,2015-01-09,2020-01-09
500538,6223120,OH  ,1111,Audi,A5,1994-08-11,1995-08-11
882920,4632049,OH  ,1215,Nissan,Maxima,2006-01-01,2007-01-01
373736,3105861,IL  ,1376,BMW,3 Series,2019-06-24,9999-12-31
762951,1087214,IN  ,1388,Mercedes,ML350,2012-09-19,2013-09-19
488597,1678189,IL  ,1343,BMW,3 Series,2001-05-08,2002-05-08
853365,2934460,IN  ,1124,Nissan,Ultima,2009-12-26,2010-12-26
840811,3679216,IN  ,1620,Mercedes,ML350,1994-08-14,1995-08-14
602410,7177589,IN  ,1463,Jeep,Grand Cherokee,1996-01-16,1997-01-16
735307,1285244,IL  ,1632,Mercedes,ML350,2016-06-02,2021-06-02
998870,7273220,IL  ,1890,Dodge,Neon,2021-06-05,9999-12-31
892874,7922267,IN  ,1131,Accura,MDX,1992-10-19,1993-10-19
268838,4057625,IN  ,1388,Nissan,Maxima,2000-03-18,2001-03-18
367460,8597243,IL  ,1783,Accura,RSX,2025-12-06,9999-12-31
156636,7655027,IN  ,870,Chevrolet,Tahoe,2000-09-10,2001-09-10
613231,8600888,IN  ,1645,Jeep,Wrangler,1992-02-22,1993-02-22
